"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"2027.1000000238419","d","2","1","0","1","77","19","0","0","0","1"
"666.8999999761581","d","3","1","1","2","67","90","0","0","0","1"
"987.2000000476837","f","3","1","1","3","3","13","0","0","0","1"
"717.3999999761581","d","4","1","2","4","95","72","0","0","0","1"
"683.6999999284744","f","2","1","0","5","87","38","0","0","0","1"
"676.5","f","2","1","0","6","40","85","0","0","0","1"
"1146.7999999523163","d","2","1","0","7","83","52","0","0","0","1"
"667.5","d","2","1","0","8","38","69","0","0","0","1"
"972.3999999761581","f","4","1","2","9","89","61","0","0","0","1"
"316.5","f","3","1","1","10","76","96","0","0","0","1"
"347.59999990463257","f","2","1","0","11","92","81","0","0","0","1"
"1055.8000000715256","d","2","1","0","12","18","95","0","0","0","1"
"1456.1000000238419","f","2","1","0","13","68","69","0","0","0","1"
"756.8999999761581","d","4","1","2","14","65","88","0","0","0","1"
"467.8000000715256","f","3","1","1","15","44","88","0","0","0","1"
"479.60000002384186","d","4","1","2","16","1","25","0","0","0","1"
"686","d","4","1","2","17","82","21","0","0","0","1"
"935.1000000238419","f","2","1","0","18","71","88","0","0","0","1"
"395.59999990463257","d","2","1","0","19","33","36","0","0","0","1"
"1637.2000000476837","f","2","1","0","20","69","57","0","0","0","1"
"1624.3000000715256","k","0","0","-1","21","27","77","1","0","0","1"
"1836.8999999761581","j","3","0","1","22","82","89","1","0","0","1"
"1727.5999999046326","j","0","0","-1","23","39","6","0","0","1","1"
"2436.7000000476837","k","0","0","-1","24","90","7","0","0","0","1"
"1635.6999999284744","k","3","0","1","25","96","48","1","0","1","1"
"1297.8000000715256","k","0","0","-1","26","52","94","1","0","0","1"
"763","j","3","0","1","27","63","69","0","0","0","1"
"626.7999999523163","k","3","0","1","28","17","46","0","0","1","1"
"757.1999999284744","j","3","0","1","29","62","49","1","0","0","1"
"2506.5","k","3","0","1","30","24","43","1","0","1","1"
"975.8999999761581","j","0","0","-1","31","41","85","0","0","1","1"
"1687.3999999761581","j","3","0","1","32","43","34","1","0","0","1"
"1826.8999999761581","j","3","0","1","33","81","96","0","0","0","1"
"645","k","3","0","1","34","80","38","1","0","1","1"
"733.1999999284744","j","3","0","1","35","72","92","0","0","0","1"
"676.3000000715256","k","3","0","1","36","65","4","0","0","1","1"
"637.1000000238419","j","0","0","-1","37","73","58","0","0","1","1"
"684.8999999761581","k","0","0","-1","38","46","41","0","0","0","1"
"566.3999999761581","k","3","0","1","39","45","98","1","0","1","1"
"935.5","j","0","0","-1","40","92","93","1","0","1","1"
"7717.899999976158","","","","","","","","","","",""
"1123.7999999523163","j","3","0","1","42","77","80","1","0","0","1"
"1962","j","0","0","-1","43","32","76","0","0","1","1"
"1062","j","0","0","-1","44","19","47","1","0","1","1"
"661.8000000715256","k","3","0","1","45","53","10","0","0","1","1"
"632.5","k","3","0","1","46","61","13","1","0","1","1"
"1169.6000000238419","k","0","0","-1","47","86","85","1","0","0","1"
"null","null","-1","1","-1","48","37","85","0","0","1","1"
"691.2000000476837","f","2","1","0","49","2","91","1","0","1","1"
"62.199999928474426","d","4","1","2","50","39","23","0","0","1","1"
"null","null","-1","0","-1","51","19","72","1","0","0","1"
"641.3999999761581","d","2","1","0","52","8","11","0","0","1","1"
"null","null","-1","0","-1","53","70","10","1","0","0","1"
"1613.5","f","2","1","0","54","67","8","0","0","0","1"
"1115.8000000715256","f","2","1","0","55","55","18","1","0","0","1"
"1425.7000000476837","f","3","1","1","56","43","69","0","0","0","1"
