"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"5003","d","3","1","0","1","96","25","0","0","0","2"
"12320","f","2","1","1","2","3","72","0","0","0","2"
"1568","d","3","1","0","3","33","79","0","0","0","2"
"1556","f","2","1","1","4","48","21","0","0","0","2"
"1155","d","2","1","1","5","74","65","0","0","0","2"
"796","f","2","1","1","6","99","17","0","0","0","2"
"666","f","3","1","0","7","25","43","0","0","0","2"
"1027","f","2","1","1","8","53","92","0","0","0","2"
"504","f","4","1","2","9","78","17","0","0","0","2"
"15332","d","3","1","0","10","11","58","0","0","0","2"
"3133","d","2","1","1","11","72","82","0","0","0","2"
"1150","f","2","1","1","12","53","18","0","0","0","2"
"1071","f","2","1","1","13","12","5","0","0","0","2"
"791","f","3","1","0","14","88","4","0","0","0","2"
"335","d","3","1","0","15","61","98","0","0","0","2"
"915","f","2","1","1","16","1","78","0","0","0","2"
"884","d","2","1","1","17","79","84","0","0","0","2"
"1335","f","3","1","0","18","28","13","0","0","0","2"
"835","d","3","1","0","19","64","48","0","0","0","2"
"968","d","2","1","1","20","70","27","0","0","0","2"
"3932","j","3","0","0","21","32","45","1","0","0","2"
"1368","k","3","0","0","22","64","97","1","0","1","2"
"916","j","0","0","-1","23","53","66","0","0","1","2"
"1035","k","0","0","-1","24","2","48","0","0","0","2"
"1365","k","3","0","0","25","99","18","1","0","1","2"
"1361","k","0","0","-1","26","72","12","1","0","0","2"
"835","j","0","0","-1","27","66","52","0","0","1","2"
"643","k","3","0","0","28","58","0","0","0","1","2"
"821","k","0","0","-1","29","5","79","1","0","0","2"
"598","j","0","0","-1","30","22","10","1","0","1","2"
"710","j","3","0","0","31","71","8","0","0","0","2"
"521","k","3","0","0","32","2","74","1","0","1","2"
"1099","j","3","0","0","33","49","34","0","0","0","2"
"998","k","0","0","-1","34","40","78","1","0","0","2"
"881","j","3","0","0","35","99","7","0","0","0","2"
"998","k","3","0","0","36","68","22","0","0","1","2"
"861","k","0","0","-1","37","59","64","1","0","0","2"
"1134","j","0","0","-1","38","96","58","0","0","1","2"
"1269","j","3","0","0","39","28","80","0","0","0","2"
"1247","k","3","0","0","40","78","64","1","0","1","2"
"5276","","","","","","","","","","",""
"4276","","","","","","","","","","",""
"null","null","-1","1","-1","43","29","9","1","0","0","2"
"23","f","2","1","1","44","40","86","0","0","0","2"
"null","null","-1","0","-1","45","9","44","1","0","0","2"
"null","null","-1","1","-1","46","60","97","1","0","1","2"
"null","null","-1","0","-1","47","82","76","1","0","0","2"
"256","f","2","1","1","48","68","55","1","0","0","2"
"297","j","3","0","0","49","38","80","0","0","0","2"
"711","j","3","0","0","50","48","20","0","0","0","2"
"225","j","3","0","0","51","23","6","0","0","0","2"
"167","f","2","1","1","52","58","26","0","0","1","2"
"0","f","4","1","2","53","29","53","0","0","1","2"
"257","j","3","0","0","54","40","89","1","0","0","2"
"78","j","3","0","0","55","71","24","0","0","0","2"
"409","f","2","1","1","56","71","49","1","0","1","2"
"888","f","2","1","1","57","50","60","1","0","1","2"
"893","j","0","0","-1","58","9","48","0","0","1","2"
"null","null","-1","0","-1","59","2","78","0","0","1","2"
"914","f","2","1","1","60","34","92","0","0","1","2"
"758","j","0","0","-1","61","49","59","1","0","1","2"
"671","f","4","1","2","62","38","49","1","0","1","2"
"null","null","-1","0","-1","63","39","94","1","1","1","2"
"794","f","2","1","1","64","40","85","1","1","1","2"
"null","null","-1","1","-1","65","66","1","1","1","0","2"
"200","f","3","1","0","66","81","43","1","1","1","2"
"1518","f","3","1","0","67","44","39","1","1","0","2"
"1263","k","0","0","-1","68","84","93","0","1","0","2"
"1552","k","0","0","-1","69","76","9","0","1","0","2"
"null","null","-1","0","-1","70","80","90","0","1","1","2"
"1059","f","2","1","1","71","96","79","1","1","0","2"
"880","f","4","1","2","72","75","44","1","1","0","2"
"761","f","2","1","1","73","86","21","0","1","1","2"
"852","k","3","0","0","74","79","75","0","1","1","2"
"1122","k","3","0","0","75","34","39","0","1","1","2"
"518","k","3","0","0","76","24","28","1","1","1","2"
"1388","k","0","0","-1","77","26","89","0","1","0","2"
"1094","k","3","0","0","78","60","36","1","1","1","2"
"950","f","3","1","0","79","23","64","0","1","1","2"
"null","null","-1","0","-1","80","33","41","0","1","0","2"
"null","null","-1","1","-1","81","80","42","0","1","0","2"
"null","null","-1","1","-1","82","19","69","1","1","0","2"
"null","null","-1","1","-1","83","85","51","0","2","1","2"
"null","null","-1","1","-1","84","39","75","0","2","0","2"
"1765","d","2","1","1","85","67","0","1","2","1","2"
"null","null","-1","0","-1","86","91","77","1","2","1","2"
"1499","d","4","1","2","87","1","47","1","2","0","2"
"null","null","-1","0","-1","88","27","85","1","2","0","2"
"null","null","-1","0","-1","89","8","88","0","2","0","2"
"null","null","-1","0","-1","90","1","94","1","2","0","2"
"357","d","3","1","0","91","94","79","0","2","1","2"
"null","null","-1","0","-1","92","46","31","1","2","0","2"
"null","null","-1","0","-1","93","7","90","0","2","0","2"
"null","null","-1","0","-1","94","66","6","1","2","1","2"
"73","f","3","1","0","95","19","13","1","2","1","2"
"null","null","-1","0","-1","96","15","53","1","2","1","2"
"null","null","-1","0","-1","97","46","50","1","2","1","2"
"766","f","2","1","1","98","45","40","0","2","0","2"
"1093","d","4","1","2","99","15","56","0","2","1","2"
"790","d","2","1","1","100","25","30","0","2","1","2"
"null","null","-1","0","-1","101","13","51","0","2","0","2"
"693","d","2","1","1","102","33","90","0","2","0","2"
"null","null","-1","0","-1","103","2","23","0","3","1","2"
"null","null","-1","0","-1","104","89","37","1","3","0","2"
"null","null","-1","1","-1","105","6","4","1","3","1","2"
"null","null","-1","1","-1","106","96","21","1","3","1","2"
"1196","j","3","0","0","107","31","10","0","3","0","2"
"1070","j","3","0","0","108","2","89","1","3","0","2"
"1187","j","0","0","-1","109","62","89","0","3","1","2"
"842","k","0","0","-1","110","88","76","0","3","0","2"
"380","j","0","0","-1","111","63","57","0","3","1","2"
"null","null","-1","1","-1","112","31","32","0","3","0","2"
"null","null","-1","1","-1","113","73","95","1","3","0","2"
"192","j","3","0","0","114","88","76","1","3","0","2"
"799","j","3","0","0","115","66","34","1","3","0","2"
"null","null","-1","1","-1","116","23","45","1","3","1","2"
"null","null","-1","1","-1","117","55","71","1","3","1","2"
"null","null","-1","1","-1","118","59","38","0","3","0","2"
"null","null","-1","0","-1","119","57","50","1","3","1","2"
"1081","d","2","1","1","120","18","77","0","3","0","2"
"1987","d","2","1","1","121","27","75","0","3","1","2"
"1700","f","4","1","2","122","83","15","0","3","1","2"
"null","null","-1","0","-1","123","41","68","1","4","1","2"
"1039","k","0","0","-1","124","46","63","1","4","0","2"
"1278","f","3","1","0","125","87","78","1","4","1","2"
"null","null","-1","1","-1","126","1","6","0","4","0","2"
"null","null","-1","0","-1","127","82","77","0","4","0","2"
"null","null","-1","1","-1","128","66","15","1","4","0","2"
"1338","d","4","1","2","129","50","44","1","4","0","2"
"1719","f","2","1","1","130","97","2","1","4","0","2"
"1908","j","3","0","0","131","5","25","0","4","0","2"
"1626","j","3","0","0","132","99","82","0","4","0","2"
"1871","j","0","0","-1","133","69","92","0","4","1","2"
"null","null","-1","1","-1","134","43","70","0","4","0","2"
"1471","d","2","1","1","135","80","38","0","4","0","2"
"1026","f","3","1","0","136","9","52","0","4","1","2"
"1294","k","3","0","0","137","89","8","0","4","1","2"
"922","j","0","0","-1","138","72","64","1","4","1","2"
"1184","f","2","1","1","139","65","60","1","4","1","2"
"1036","k","3","0","0","140","10","18","1","4","1","2"
"1314","f","2","1","1","141","46","97","0","4","1","2"
"1249","k","3","0","0","142","72","89","1","4","1","2"
"1155","f","2","1","1","143","3","45","1","5","0","2"
"1156","k","0","0","-1","144","16","82","1","5","0","2"
"852","j","0","0","-1","145","53","28","1","5","1","2"
"926","d","2","1","1","146","44","14","0","5","0","2"
"1114","k","3","0","0","147","35","86","1","5","1","2"
"908","d","2","1","1","148","24","5","1","5","1","2"
"1752","j","3","0","0","149","68","63","0","5","0","2"
