"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"3730","d","30","0","1","1","61","36","13","0","0","0","4"
"1301","d","31","0","1","2","67","84","42","0","0","0","4"
"735","d","29","0","1","3","98","49","64","0","0","0","4"
"726","d","28","0","1","4","44","85","69","0","0","0","4"
"1237","d","29","0","1","5","56","65","15","0","0","0","4"
"41","d","27","0","1","6","28","42","78","0","0","0","4"
"282","f","26","0","1","7","44","91","26","0","0","0","4"
"797","d","26","0","1","8","24","67","23","0","0","0","4"
"673","f","28","0","1","9","62","12","21","0","0","0","4"
"490","d","30","0","1","10","61","24","21","0","0","0","4"
"606","d","32","0","1","11","39","94","45","0","0","0","4"
"90","d","32","0","1","12","66","23","21","0","0","0","4"
"114","d","31","0","1","13","67","94","73","0","0","0","4"
"46","d","28","0","1","14","8","68","59","0","0","0","4"
"19902","d","31","0","1","15","67","96","66","0","0","0","4"
"108","d","29","0","1","16","98","78","55","0","0","0","4"
"233","d","32","0","1","17","50","66","61","0","0","0","4"
"854","d","35","0","1","18","99","71","21","0","0","0","4"
"86","d","27","0","1","19","36","19","85","0","0","0","4"
"40","f","26","0","1","20","69","51","6","0","0","0","4"
"2569","j","30","0","0","21","17","71","48","0","0","0","4"
"1523","k","0","0","0","22","43","89","4","1","0","0","4"
"251","k","0","0","0","23","33","67","38","0","0","0","4"
"770","j","30","0","0","24","57","37","58","1","0","0","4"
"133","j","0","0","0","25","17","59","59","0","0","1","4"
"577","j","0","0","0","26","23","58","75","0","0","1","4"
"391","k","0","0","0","27","86","35","87","0","0","0","4"
"676","j","30","0","0","28","76","13","22","0","0","0","4"
"102","j","0","0","0","29","23","75","22","0","0","1","4"
"193","k","0","0","0","30","65","97","93","1","0","0","4"
"275","k","30","0","0","31","81","87","11","1","0","1","4"
"802","j","0","0","0","32","57","77","86","1","0","1","4"
"528","j","0","0","0","33","49","0","71","1","0","1","4"
"767","k","30","0","0","34","27","91","49","0","0","1","4"
"349","k","30","0","0","35","46","79","49","0","0","1","4"
"394","j","30","0","0","36","84","41","37","1","0","0","4"
"477","k","30","0","0","37","7","63","28","1","0","1","4"
"399","j","30","0","0","38","93","63","10","1","0","0","4"
"220","k","30","0","0","39","22","50","82","0","0","1","4"
"702","k","30","0","0","40","27","79","39","1","0","1","4"
"6417","","","","","","","","","","","",""
"5162","","","","","","","","","","","",""
"4428","","","","","","","","","","","",""
"2956","","","","","","","","","","","",""
"44954","","","","","","","","","","","",""
"3117","","","","","","","","","","","",""
"1063","d","30","0","1","47","63","41","19","0","0","1","4"
"874","k","30","0","0","48","26","36","71","1","0","1","4"
"59","j","30","0","0","49","61","28","56","0","0","0","4"
"590","j","30","0","0","50","3","53","75","1","0","0","4"
"593","d","27","0","1","51","28","21","98","0","0","0","4"
"49","f","28","0","1","52","3","55","13","0","0","1","4"
"397","j","30","0","0","53","77","80","32","0","0","0","4"
"135","d","26","0","1","54","47","38","57","0","0","0","4"
"157","j","0","0","0","55","88","85","18","1","0","1","4"
"1340","f","33","0","1","56","33","1","21","0","0","1","4"
"21","f","30","0","1","57","28","76","97","1","0","1","4"
"432","d","32","0","1","58","66","14","1","1","0","1","4"
"139","j","0","0","0","59","12","24","96","0","0","1","4"
"704","k","0","0","0","60","27","39","9","1","0","0","4"
"564","k","0","0","0","61","63","76","43","1","0","0","4"
"null","null","-1","0","1","62","12","56","98","0","0","0","4"
"47","j","30","0","0","63","26","72","40","0","0","0","4"
"215","d","28","0","1","64","52","49","2","1","0","1","4"
"106","j","0","0","0","65","88","33","47","1","0","1","4"
"241","d","26","0","1","66","5","53","36","1","0","0","4"
"null","null","-1","4","1","67","36","3","10","0","1","1","4"
"137","k","0","4","0","68","97","25","78","1","1","0","4"
"1046","d","40","4","1","69","19","3","85","0","1","0","4"
"914","d","32","4","1","70","60","92","50","0","1","0","4"
"161","f","36","4","1","71","45","43","35","1","1","1","4"
"144","j","30","4","0","72","45","75","96","0","1","0","4"
"63","f","31","4","1","73","81","48","25","0","1","1","4"
"null","null","-1","4","0","74","14","55","32","1","1","0","4"
"917","d","28","4","1","75","16","69","12","1","1","1","4"
"120","k","0","4","0","76","98","87","52","1","1","0","4"
"588","k","30","4","0","77","29","79","6","1","1","1","4"
"170","f","31","4","1","78","30","55","47","0","1","1","4"
