"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"6467","d","29","0","1","1","94","44","73","0","0","0","2"
"852","f","28","0","1","2","76","8","16","0","0","0","2"
"905","f","31","0","1","3","9","64","90","0","0","0","2"
"741","d","25","0","1","4","11","30","37","0","0","0","2"
"677","d","26","0","1","5","25","31","60","0","0","0","2"
"868","d","26","0","1","6","93","43","54","0","0","0","2"
"853","d","28","0","1","7","4","25","24","0","0","0","2"
"547","d","30","0","1","8","77","43","59","0","0","0","2"
"1193","d","28","0","1","9","60","87","63","0","0","0","2"
"662","f","28","0","1","10","44","52","35","0","0","0","2"
"823","f","26","0","1","11","71","16","2","0","0","0","2"
"1238","f","26","0","1","12","20","80","60","0","0","0","2"
"294","d","28","0","1","13","26","39","61","0","0","0","2"
"564","f","28","0","1","14","61","59","88","0","0","0","2"
"549","d","30","0","1","15","70","74","86","0","0","0","2"
"821","d","26","0","1","16","25","98","96","0","0","0","2"
"614","d","30","0","1","17","75","74","7","0","0","0","2"
"886","f","28","0","1","18","78","4","91","0","0","0","2"
"629","d","32","0","1","19","66","46","25","0","0","0","2"
"596","d","28","0","1","20","8","82","67","0","0","0","2"
"1523","k","0","0","0","21","31","39","98","1","0","0","2"
"1286","j","30","0","0","22","76","14","82","0","0","0","2"
"981","j","30","0","0","23","4","72","9","0","0","0","2"
"1207","k","30","0","0","24","90","17","15","1","0","1","2"
"1492","j","30","0","0","25","63","71","23","1","0","0","2"
"1204","k","30","0","0","26","42","61","76","1","0","1","2"
"1876","k","30","0","0","27","91","20","45","1","0","1","2"
"934","k","0","0","0","28","99","29","48","1","0","0","2"
"1222","j","30","0","0","29","18","58","41","0","0","0","2"
"1493","j","30","0","0","30","6","58","78","1","0","0","2"
"2724","j","0","0","0","31","57","68","33","0","0","1","2"
"2871","k","0","0","0","32","67","24","35","0","0","0","2"
"2452","j","0","0","0","33","65","66","60","1","0","1","2"
"1619","k","0","0","0","34","4","2","28","0","0","0","2"
"1604","k","30","0","0","35","26","66","22","1","0","1","2"
"2262","j","30","0","0","36","9","53","76","1","0","0","2"
"3332","j","0","0","0","37","17","57","77","0","0","1","2"
"1607","k","30","0","0","38","12","87","82","0","0","1","2"
"1286","k","30","0","0","39","3","84","39","0","0","1","2"
"1477","j","30","0","0","40","92","93","68","0","0","0","2"
"17686","","","","","","","","","","","",""
"10390","","","","","","","","","","","",""
"11770","","","","","","","","","","","",""
"3710","","","","","","","","","","","",""
"null","null","-1","2","1","45","84","11","76","0","0","1","2"
"null","null","-1","2","0","46","1","72","83","1","0","0","2"
"658","d","31","2","1","47","80","34","95","0","0","0","2"
"571","d","32","2","1","48","27","53","48","1","0","1","2"
"840","d","36","2","1","49","57","46","49","1","0","0","2"
"1241","k","0","2","0","50","63","41","85","0","0","0","2"
"1015","k","30","2","0","51","33","57","31","0","0","1","2"
"953","d","32","2","1","52","21","33","77","0","0","1","2"
"1080","k","30","2","0","53","54","84","84","0","0","1","2"
"875","k","0","2","0","54","52","39","73","1","0","0","2"
"1592","k","30","2","0","55","23","62","61","0","0","1","2"
"1786","k","30","2","0","56","79","26","20","1","0","1","2"
"null","null","-1","2","1","57","96","67","8","1","0","0","2"
"1425","k","30","2","0","58","33","32","89","0","0","1","2"
"1258","d","32","2","1","59","83","89","34","0","0","1","2"
"825","d","37","2","1","60","29","92","83","1","0","0","2"
"949","d","36","2","1","61","14","13","40","1","0","0","2"
