"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"1965","d","28","0","1","1","23","5","22","0","0","0","2"
"5426","f","35","0","1","2","34","9","69","0","0","0","2"
"573","d","27","0","1","3","37","86","67","0","0","0","2"
"414","f","26","0","1","4","77","25","17","0","0","0","2"
"448","d","32","0","1","5","96","6","17","0","0","0","2"
"387","f","32","0","1","6","35","40","92","0","0","0","2"
"360","d","27","0","1","7","68","96","50","0","0","0","2"
"449","f","26","0","1","8","45","72","89","0","0","0","2"
"642","d","35","0","1","9","87","21","85","0","0","0","2"
"424","f","28","0","1","10","21","22","9","0","0","0","2"
"476","f","27","0","1","11","96","45","54","0","0","0","2"
"436","f","28","0","1","12","89","52","60","0","0","0","2"
"435","d","32","0","1","13","32","83","81","0","0","0","2"
"556","d","32","0","1","14","96","45","26","0","0","0","2"
"379","d","27","0","1","15","81","90","54","0","0","0","2"
"399","f","25","0","1","16","72","11","15","0","0","0","2"
"440","d","26","0","1","17","51","40","90","0","0","0","2"
"425","f","28","0","1","18","81","23","25","0","0","0","2"
"396","d","30","0","1","19","95","45","39","0","0","0","2"
"454","d","32","0","1","20","43","65","15","0","0","0","2"
"3651","j","0","0","0","21","31","34","71","1","0","1","2"
"6706","j","30","0","0","22","72","12","17","0","0","0","2"
"2818","j","30","0","0","23","32","17","94","1","0","0","2"
"2058","k","30","0","0","24","12","32","39","0","0","1","2"
"1920","j","30","0","0","25","99","57","39","1","0","0","2"
"1824","j","30","0","0","26","5","95","57","0","0","0","2"
"1891","j","30","0","0","27","90","77","72","1","0","0","2"
"1569","j","30","0","0","28","76","14","7","1","0","0","2"
"1476","k","30","0","0","29","24","23","21","0","0","1","2"
"1643","j","30","0","0","30","85","28","75","0","0","0","2"
"1882","k","30","0","0","31","78","53","44","0","0","1","2"
"1408","j","30","0","0","32","76","41","79","0","0","0","2"
"1520","k","30","0","0","33","44","31","64","1","0","1","2"
"1389","j","30","0","0","34","59","57","67","1","0","0","2"
"1510","j","0","0","0","35","15","90","3","0","0","1","2"
"1061","j","30","0","0","36","66","53","14","0","0","0","2"
"1870","k","30","0","0","37","46","62","6","1","0","1","2"
"1363","j","30","0","0","38","95","22","21","1","0","0","2"
"1297","k","30","0","0","39","57","11","15","0","0","1","2"
"1456","k","30","0","0","40","57","33","56","1","0","1","2"
"22676","","","","","","","","","","","",""
"6221","","","","","","","","","","","",""
"4315","","","","","","","","","","","",""
"5446","","","","","","","","","","","",""
"5033","","","","","","","","","","","",""
"2535","","","","","","","","","","","",""
"null","null","-1","3","1","47","49","44","20","0","0","0","2"
"544","f","34","3","1","48","16","50","17","1","0","1","2"
"null","null","-1","3","0","49","5","59","46","1","0","0","2"
"null","null","-1","3","1","50","15","59","56","0","0","0","2"
"1889","f","33","3","1","51","17","79","89","1","0","1","2"
"687","f","34","3","1","52","10","40","57","0","0","1","2"
"1014","j","30","3","0","53","28","11","27","1","0","0","2"
"800","f","29","3","1","54","35","48","27","0","0","1","2"
"1200","j","0","3","0","55","86","37","20","0","0","1","2"
"731","f","37","3","1","56","73","1","50","1","0","1","2"
"1733","j","0","3","0","57","24","58","31","0","0","1","2"
"715","d","32","3","1","58","94","7","49","1","0","0","2"
"1361","j","30","3","0","59","11","78","13","0","0","0","2"
"1887","j","0","3","0","60","84","26","34","1","0","1","2"
"1590","k","0","3","0","61","69","96","64","1","0","0","2"
"1513","j","30","3","0","62","81","12","6","1","0","0","2"
"923","d","31","3","1","63","92","18","48","0","0","1","2"
"888","j","30","3","0","64","68","21","4","1","0","0","2"
"529","d","38","3","1","65","99","38","69","0","0","0","2"
"1168","j","0","3","0","66","90","2","34","0","0","1","2"
"null","null","-1","4","1","67","33","4","80","1","1","0","2"
"1307","j","0","4","0","68","13","17","27","1","1","1","2"
"1279","j","0","4","0","69","47","87","12","0","1","1","2"
"1572","d","31","4","1","70","28","82","32","0","1","1","2"
"1747","j","30","4","0","71","24","34","89","0","1","0","2"
"779","d","32","4","1","72","2","51","62","1","1","1","2"
"1498","j","30","4","0","73","53","91","27","1","1","0","2"
"null","null","-1","4","1","74","55","39","75","0","1","1","2"
"894","d","33","4","1","75","15","0","64","1","1","0","2"
"1185","j","30","4","0","76","51","86","5","1","1","0","2"
"1387","j","30","4","0","77","73","40","68","0","1","0","2"
"609","d","30","4","1","78","97","54","81","0","1","0","2"
"1340","j","30","4","0","79","76","61","35","1","1","0","2"
"747","d","31","4","1","80","28","10","85","0","1","1","2"
"1604","k","30","4","0","81","62","17","46","0","1","1","2"
"null","null","-1","4","0","82","84","98","90","0","1","0","2"
"701","d","36","4","1","83","41","97","51","1","1","0","2"
"1006","j","0","4","0","84","31","2","72","0","1","1","2"
"1982","d","35","4","1","85","49","93","81","1","1","1","2"
"856","d","33","4","1","86","20","89","80","1","1","1","2"
"1148","d","27","1","1","87","16","81","90","1","2","1","2"
"1278","k","30","1","0","88","15","7","39","0","2","1","2"
"811","d","27","1","1","89","37","32","86","1","2","1","2"
"1215","d","28","1","1","90","97","0","55","0","2","0","2"
"1435","k","30","1","0","91","95","22","19","1","2","1","2"
"1388","k","30","1","0","92","16","31","39","1","2","1","2"
"1560","k","0","1","0","93","73","67","80","1","2","0","2"
"null","null","-1","1","0","94","93","45","85","0","2","0","2"
"589","d","29","1","1","95","28","76","97","0","2","0","2"
"810","d","28","1","1","96","90","31","45","0","2","0","2"
"808","d","29","1","1","97","4","21","69","0","2","0","2"
"1358","d","30","1","1","98","76","64","39","1","2","1","2"
"830","d","33","1","1","99","53","43","79","1","2","0","2"
"1981","k","30","1","0","100","86","21","24","1","2","1","2"
"null","null","-1","1","0","101","58","90","70","1","2","1","2"
"1392","j","30","1","0","102","82","14","58","0","2","0","2"
"1210","j","30","1","0","103","59","11","4","0","2","0","2"
"1216","j","0","1","0","104","84","97","93","0","2","1","2"
"802","d","28","1","1","105","30","35","80","0","2","0","2"
"920","d","32","1","1","106","67","39","47","1","2","1","2"
"1756","k","30","2","0","107","57","4","53","0","3","1","2"
"1410","j","30","2","0","108","66","15","71","1","3","0","2"
"1251","k","30","2","0","109","67","72","48","1","3","1","2"
"1316","k","30","2","0","110","11","57","81","0","3","1","2"
"1145","k","30","2","0","111","81","42","1","0","3","1","2"
"846","d","34","2","1","112","89","5","21","0","3","1","2"
"749","d","34","2","1","113","94","1","69","1","3","1","2"
"773","d","37","2","1","114","32","63","3","1","3","1","2"
"741","d","38","2","1","115","1","5","76","0","3","0","2"
"1565","j","30","2","0","116","91","49","72","0","3","0","2"
"755","d","37","2","1","117","17","38","4","1","3","1","2"
"1737","j","0","2","0","118","98","25","75","1","3","1","2"
"721","d","33","2","1","119","60","76","68","0","3","0","2"
"662","d","35","2","1","120","61","26","57","1","3","0","2"
"719","d","32","2","1","121","28","7","67","0","3","0","2"
"1547","j","30","2","0","122","88","0","17","0","3","0","2"
"707","d","35","2","1","123","77","57","74","0","3","0","2"
"1482","k","30","2","0","124","47","21","55","1","3","1","2"
"1214","d","37","2","1","125","17","25","51","1","3","0","2"
"1480","j","30","2","0","126","17","68","96","1","3","0","2"
"1863","j","0","0","0","127","34","89","11","1","4","1","2"
"1644","k","30","0","0","128","41","16","81","1","4","1","2"
"808","d","26","0","1","129","47","1","52","1","4","1","2"
"869","d","28","0","1","130","65","87","76","0","4","1","2"
