"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"2764.300000000745","f","30","0","1","1","7","15","64","0","0","0","3"
"1412.6000000014901","f","30","0","1","2","25","76","46","0","0","0","3"
"640.2000000029802","f","32","0","1","3","94","17","77","0","0","0","3"
"306.8999999985099","f","32","0","1","4","54","17","38","0","0","0","3"
"365.5999999977648","f","28","0","1","5","69","35","46","0","0","0","3"
"1891.3999999985099","f","29","0","1","6","64","98","88","0","0","0","3"
"333.5","d","27","0","1","7","48","7","79","0","0","0","3"
"267.30000000074506","f","32","0","1","8","14","96","38","0","0","0","3"
"312.0999999977648","f","28","0","1","9","9","65","39","0","0","0","3"
"296.19999999925494","f","28","0","1","10","26","73","80","0","0","0","3"
"132.39999999850988","d","28","0","1","11","22","1","40","0","0","0","3"
"289.19999999925494","f","27","0","1","12","97","20","26","0","0","0","3"
"1195.8999999985099","f","27","0","1","13","20","27","47","0","0","0","3"
"424.9000000022352","f","26","0","1","14","39","72","11","0","0","0","3"
"161.69999999925494","f","28","0","1","15","57","34","41","0","0","0","3"
"112.69999999925494","f","28","0","1","16","76","8","83","0","0","0","3"
"696.5","f","27","0","1","17","20","45","12","0","0","0","3"
"97.5","f","27","0","1","18","59","85","7","0","0","0","3"
"389.0999999977648","f","27","0","1","19","95","83","5","0","0","0","3"
"283.69999999925494","f","27","0","1","20","33","36","86","0","0","0","3"
"2415.5","j","30","0","0","21","94","22","96","0","0","0","3"
"1172","k","30","0","0","22","20","24","28","0","0","1","3"
"1006.1999999992549","j","30","0","0","23","99","60","82","0","0","0","3"
"478.5","k","0","0","0","24","52","47","94","1","0","0","3"
"279.69999999925494","k","0","0","0","25","3","15","38","0","0","0","3"
"337.1000000014901","k","30","0","0","26","5","13","11","0","0","1","3"
"481.80000000074506","j","30","0","0","27","93","24","90","1","0","0","3"
"297.20000000298023","k","0","0","0","28","65","67","38","1","0","0","3"
"377.30000000074506","j","0","0","0","29","3","73","18","1","0","1","3"
"229.40000000223517","k","30","0","0","30","12","32","58","0","0","1","3"
"443.5999999977648","j","30","0","0","31","38","68","29","1","0","0","3"
"342.69999999925494","k","30","0","0","32","3","9","95","1","0","1","3"
"327.3999999985099","k","0","0","0","33","70","73","65","0","0","0","3"
"91","j","0","0","0","34","53","26","34","0","0","1","3"
"247.20000000298023","j","30","0","0","35","57","42","64","0","0","0","3"
"138.30000000074506","j","0","0","0","36","48","25","40","0","0","1","3"
"11.400000002235174","k","0","0","0","37","56","38","65","1","0","0","3"
"456.19999999925494","j","0","0","0","38","33","0","78","1","0","1","3"
"284","j","0","0","0","39","58","95","80","1","0","1","3"
"275.8999999985099","j","0","0","0","40","68","44","64","0","0","1","3"
"6592.599999997765","","","","","","","","","","","",""
"3215.5","","","","","","","","","","","",""
"4799.60000000149","","","","","","","","","","","",""
"3026.10000000149","","","","","","","","","","","",""
"1779.7999999970198","","","","","","","","","","","",""
"1561","","","","","","","","","","","",""
"3552.400000002235","","","","","","","","","","","",""
"1861.199999999255","","","","","","","","","","","",""
"1663","","","","","","","","","","","",""
"1268.800000000745","","","","","","","","","","","",""
"1132.2999999970198","d","27","1","1","51","25","66","27","1","0","0","3"
"45.30000000074506","d","30","1","1","52","95","22","89","0","0","1","3"
"1269.800000000745","j","0","1","0","53","75","98","84","1","0","1","3"
"null","null","-1","1","1","54","5","3","73","1","0","1","3"
"801.6999999992549","f","28","1","1","55","69","5","6","0","0","0","3"
"787.8000000007451","j","0","1","0","56","74","14","72","1","0","1","3"
"852.1999999992549","k","0","1","0","57","59","28","41","1","0","0","3"
"979.3999999985099","k","30","1","0","58","43","35","31","1","0","1","3"
"608.5","k","0","1","0","59","55","42","97","1","0","0","3"
"843.6999999992549","k","0","1","0","60","95","35","58","0","0","0","3"
"869.1999999992549","j","0","1","0","61","84","8","57","1","0","1","3"
"1158.5","d","29","1","1","62","35","98","93","0","0","0","3"
"1055.3999999985099","j","0","1","0","63","65","87","92","0","0","1","3"
"927.6000000014901","d","30","1","1","64","77","44","98","0","0","1","3"
"968.6999999992549","d","28","1","1","65","69","95","71","0","0","1","3"
