"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"38580.800000190735","d","26","0","1","1","69","46","15","0","0","0","1"
"10468.5","f","30","0","1","2","13","58","1","0","0","0","1"
"2445.4000000953674","d","27","0","1","3","62","25","88","0","0","0","1"
"2490.9000000953674","f","26","0","1","4","53","47","74","0","0","0","1"
"5216.300000190735","f","27","0","1","5","35","78","85","0","0","0","1"
"3336.800000190735","f","28","0","1","6","60","22","55","0","0","0","1"
"951.7999997138977","d","33","0","1","7","1","86","9","0","0","0","1"
"1538.2999997138977","f","29","0","1","8","83","33","95","0","0","0","1"
"726.3000001907349","f","27","0","1","9","7","20","14","0","0","0","1"
"2684.5","f","26","0","1","10","54","72","43","0","0","0","1"
"1184.6999998092651","d","32","0","1","11","41","4","24","0","0","0","1"
"2622.9000000953674","d","35","0","1","12","87","85","86","0","0","0","1"
"1905.5","d","28","0","1","13","60","12","17","0","0","0","1"
"848.2999997138977","f","30","0","1","14","57","92","38","0","0","0","1"
"1038","d","32","0","1","15","43","90","15","0","0","0","1"
"1297.5","f","28","0","1","16","31","22","83","0","0","0","1"
"242.19999980926514","f","31","0","1","17","79","57","16","0","0","0","1"
"2653","f","26","0","1","18","73","72","82","0","0","0","1"
"93.2000002861023","f","30","0","1","19","18","6","45","0","0","0","1"
"718.5","d","28","0","1","20","35","93","18","0","0","0","1"
"4633.400000095367","k","0","0","0","21","76","33","89","1","0","0","1"
"2257.5","j","30","0","0","22","42","19","53","1","0","0","1"
"2035.7999997138977","j","0","0","0","23","32","38","38","0","0","1","1"
"1880.9000000953674","k","30","0","0","24","5","91","95","1","0","1","1"
"1920.2999997138977","k","30","0","0","25","2","45","51","1","0","1","1"
"2120.4000000953674","k","30","0","0","26","25","49","64","1","0","1","1"
"1710.5999999046326","j","30","0","0","27","74","56","22","1","0","0","1"
"2317.800000190735","k","30","0","0","28","52","14","85","0","0","1","1"
"1824.6000003814697","k","0","0","0","29","43","6","51","1","0","0","1"
"1947","k","30","0","0","30","5","57","80","1","0","1","1"
"1789.5999999046326","k","30","0","0","31","82","55","29","0","0","1","1"
"1647.5","j","30","0","0","32","91","90","50","0","0","0","1"
"1693.4000000953674","j","30","0","0","33","28","23","45","0","0","0","1"
"2258.800000190735","j","30","0","0","34","77","67","49","1","0","0","1"
"1544.6999998092651","j","30","0","0","35","39","71","9","1","0","0","1"
"1906.8000001907349","j","0","0","0","36","40","72","71","0","0","1","1"
"1353.5","j","30","0","0","37","50","71","81","0","0","0","1"
"2190.300000190735","k","30","0","0","38","16","67","49","0","0","1","1"
"1730.6999998092651","j","30","0","0","39","29","38","60","0","0","0","1"
"1539.8000001907349","j","30","0","0","40","9","44","43","1","0","0","1"
"163575.40000009537","","","","","","","","","","","",""
"14174.800000190735","","","","","","","","","","","",""
"9155.60000038147","","","","","","","","","","","",""
"5255.5","","","","","","","","","","","",""
"6041.400000095367","","","","","","","","","","","",""
"4204.900000095367","","","","","","","","","","","",""
"null","null","-1","0","1","47","85","10","19","0","0","1","1"
"null","null","-1","0","1","48","36","62","21","0","0","1","1"
"null","null","-1","0","1","49","99","80","39","0","0","1","1"
