"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"4395","d","27","0","1","1","81","65","33","0","0","0","0"
"4634.5","d","27","0","1","2","48","4","61","0","0","0","0"
"33.200000286102295","f","28","0","1","3","69","35","38","0","0","0","0"
"292.5","f","29","0","1","4","80","89","19","0","0","0","0"
"41.59999990463257","d","30","0","1","5","6","91","97","0","0","0","0"
"54.5","f","30","0","1","6","25","77","11","0","0","0","0"
"136.19999980926514","f","28","0","1","7","33","44","20","0","0","0","0"
"7.5","d","28","0","1","8","44","2","6","0","0","0","0"
"28.100000381469727","d","32","0","1","9","39","87","83","0","0","0","0"
"119.69999980926514","d","30","0","1","10","77","83","61","0","0","0","0"
"133.10000038146973","d","32","0","1","11","13","10","87","0","0","0","0"
"102.40000009536743","d","27","0","1","12","90","56","44","0","0","0","0"
"191.2000002861023","f","27","0","1","13","24","30","14","0","0","0","0"
"95.19999980926514","f","31","0","1","14","33","74","82","0","0","0","0"
"137.2000002861023","f","28","0","1","15","55","73","51","0","0","0","0"
"24.5","f","32","0","1","16","63","10","87","0","0","0","0"
"34.09999990463257","f","28","0","1","17","41","2","67","0","0","0","0"
"73.40000009536743","f","28","0","1","18","9","22","26","0","0","0","0"
"133.5","f","31","0","1","19","30","88","84","0","0","0","0"
"91.2999997138977","f","27","0","1","20","65","36","33","0","0","0","0"
"2702.800000190735","k","30","0","0","21","17","50","67","0","0","1","0"
"1867.9000000953674","k","30","0","0","22","6","13","30","1","0","1","0"
"1344.7000002861023","k","0","0","0","23","52","41","31","1","0","0","0"
"1331.2999997138977","k","30","0","0","24","53","34","79","1","0","1","0"
"1311.1999998092651","k","30","0","0","25","85","6","3","0","0","1","0"
"1140.5","k","30","0","0","26","46","60","8","0","0","1","0"
"1138.6999998092651","k","0","0","0","27","54","87","68","0","0","0","0"
"1131.5","k","0","0","0","28","56","96","42","0","0","0","0"
"1191.1000003814697","k","30","0","0","29","74","8","91","1","0","1","0"
"2858.2999997138977","k","0","0","0","30","91","13","14","1","0","0","0"
"1387.4000000953674","k","0","0","0","31","13","50","87","1","0","0","0"
"89.5","k","30","0","0","32","1","69","97","0","0","1","0"
"158.30000019073486","k","30","0","0","33","85","56","9","1","0","1","0"
"68.5","k","0","0","0","34","24","87","5","0","0","0","0"
"206.39999961853027","k","30","0","0","35","44","0","45","1","0","1","0"
"39","k","30","0","0","36","61","29","74","1","0","1","0"
"236.59999990463257","k","0","0","0","37","92","75","93","0","0","0","0"
"589.2000002861023","k","0","0","0","38","29","40","61","1","0","0","0"
"80.80000019073486","k","0","0","0","39","42","74","50","0","0","0","0"
"150.89999961853027","k","0","0","0","40","39","47","11","1","0","0","0"
"7755.60000038147","","","","","","","","","","","",""
"11661.400000095367","","","","","","","","","","","",""
"4866","","","","","","","","","","","",""
"4035.4000000953674","","","","","","","","","","","",""
"103.59999990463257","d","32","0","1","45","66","87","38","1","0","1","0"
"151.80000019073486","d","27","0","1","46","48","26","57","1","0","1","0"
"113.30000019073486","f","28","0","1","47","37","35","42","0","0","1","0"
"877.0999999046326","d","32","0","1","48","66","76","95","0","0","1","0"
"62.40000009536743","k","30","0","0","49","96","2","48","1","0","1","0"
"152.90000009536743","k","0","0","0","50","52","36","5","0","0","0","0"
"55.59999990463257","d","27","0","1","51","83","46","85","1","0","0","0"
"140.19999980926514","d","30","0","1","52","63","6","57","1","0","1","0"
"34.90000009536743","d","30","0","1","53","76","98","12","0","0","0","0"
"14.599999904632568","k","30","0","0","54","55","33","88","1","0","1","0"
"126.2999997138977","d","31","0","1","55","49","97","35","0","0","0","0"
"402.59999990463257","k","0","0","0","56","29","10","51","1","0","0","0"
