"rt","key_press","reward","color_reward_index","type","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"894","d","31","0","1","1","88","25","98","0","0","0","2"
"230","f","32","0","1","2","91","32","18","0","0","0","2"
"975","d","28","0","1","3","52","17","40","0","0","0","2"
"105","d","31","0","1","4","74","38","75","0","0","0","2"
"187","f","31","0","1","5","21","67","59","0","0","0","2"
"125","f","28","0","1","6","53","73","82","0","0","0","2"
"553","f","30","0","1","7","5","75","9","0","0","0","2"
"433","d","28","0","1","8","42","82","19","0","0","0","2"
"232","d","28","0","1","9","26","74","86","0","0","0","2"
"576","d","26","0","1","10","69","64","21","0","0","0","2"
"727","d","32","0","1","11","17","84","35","0","0","0","2"
"77","d","27","0","1","12","18","65","73","0","0","0","2"
"139","d","26","0","1","13","86","67","38","0","0","0","2"
"568","f","27","0","1","14","19","18","70","0","0","0","2"
"917","f","28","0","1","15","8","4","80","0","0","0","2"
"589","f","30","0","1","16","83","58","45","0","0","0","2"
"797","f","27","0","1","17","93","83","85","0","0","0","2"
"424","d","27","0","1","18","78","43","54","0","0","0","2"
"302","d","31","0","1","19","79","89","26","0","0","0","2"
"185","d","26","0","1","20","25","81","32","0","0","0","2"
"955","j","30","0","0","21","73","69","19","1","0","0","2"
"682","j","0","0","0","22","83","32","37","0","0","1","2"
"288","j","30","0","0","23","77","3","76","0","0","0","2"
"160","j","30","0","0","24","87","48","78","0","0","0","2"
"61","k","0","0","0","25","32","56","40","0","0","0","2"
"1227","k","30","0","0","26","51","65","25","0","0","1","2"
"229","j","0","0","0","27","86","77","12","1","0","1","2"
"144","j","0","0","0","28","33","74","49","1","0","1","2"
"101","j","0","0","0","29","1","86","29","0","0","1","2"
"172","j","0","0","0","30","60","38","53","0","0","1","2"
"226","j","0","0","0","31","39","13","83","1","0","1","2"
"732","k","30","0","0","32","99","52","15","0","0","1","2"
"174","k","0","0","0","33","66","0","38","0","0","0","2"
"42","k","0","0","0","34","46","41","0","1","0","0","2"
"1044","k","30","0","0","35","73","55","43","1","0","1","2"
"891","k","0","0","0","36","27","82","68","1","0","0","2"
"261","k","0","0","0","37","26","73","44","0","0","0","2"
"836","j","0","0","0","38","79","73","5","1","0","1","2"
"149","k","30","0","0","39","68","82","74","0","0","1","2"
"241","j","30","0","0","40","44","83","50","1","0","0","2"
"3874","","","","","","","","","","","",""
"3556","","","","","","","","","","","",""
"1571","j","0","1","0","43","70","56","14","1","0","1","2"
"272","f","31","1","1","44","91","75","9","1","0","1","2"
"856","f","30","1","1","45","68","31","9","1","0","0","2"
"141","j","30","1","0","46","26","14","89","1","0","0","2"
"408","k","0","1","0","47","98","55","44","0","0","0","2"
"563","f","30","1","1","48","89","34","65","0","0","0","2"
"373","d","30","1","1","49","7","77","0","1","0","1","2"
"761","f","32","1","1","50","70","79","15","1","0","0","2"
"155","j","0","1","0","51","12","77","2","1","0","1","2"
"618","f","29","1","1","52","73","26","48","0","0","0","2"
"164","k","30","1","0","53","84","30","76","0","0","1","2"
"24","d","33","1","1","54","39","71","31","1","0","0","2"
"236","f","28","1","1","55","8","45","92","0","0","0","2"
"152","k","0","1","0","56","21","10","73","1","0","0","2"
"262","j","0","1","0","57","94","96","61","0","0","1","2"
"74","j","0","1","0","58","3","16","1","1","0","1","2"
"67","j","0","1","0","59","72","43","14","0","0","1","2"
"51","f","32","1","1","60","15","40","42","0","0","0","2"
"82","f","29","1","1","61","82","28","45","0","0","1","2"
"322","k","30","1","0","62","58","19","96","0","0","1","2"
"311","f","28","4","1","63","13","86","31","0","1","1","2"
"268","f","36","4","1","64","30","17","50","1","1","1","2"
"961","f","34","4","1","65","64","98","59","0","1","0","2"
"371","f","31","4","1","66","78","55","37","1","1","1","2"
"350","f","35","4","1","67","73","57","70","1","1","0","2"
"497","f","37","4","1","68","30","88","81","0","1","0","2"
"216","k","0","4","0","69","60","7","79","1","1","0","2"
"59","j","30","4","0","70","2","75","97","0","1","0","2"
"376","j","30","4","0","71","67","64","28","0","1","0","2"
"1269","k","30","4","0","72","97","85","68","0","1","1","2"
"75","k","30","4","0","73","90","73","65","1","1","1","2"
"301","j","30","4","0","74","80","76","89","1","1","0","2"
