"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"1205","d","2","1","0","1","69","30","10","0","0","0","1"
"1513","f","2","1","0","2","83","74","47","0","0","0","1"
"719","d","3","1","1","3","77","64","76","0","0","0","1"
"920","f","2","1","0","4","32","1","64","0","0","0","1"
"3015","d","2","1","0","5","27","55","54","0","0","0","1"
"2385","d","2","1","0","6","53","77","37","0","0","0","1"
"1586","d","3","1","1","7","16","54","20","0","0","0","1"
"1411","d","2","1","0","8","9","20","43","0","0","0","1"
"1515","f","2","1","0","9","11","66","56","0","0","0","1"
"61","d","3","1","1","10","98","53","63","0","0","0","1"
"1252","d","3","1","1","11","30","22","36","0","0","0","1"
"925","f","2","1","0","12","28","11","10","0","0","0","1"
"466","f","2","1","0","13","68","5","98","0","0","0","1"
"976","f","2","1","0","14","7","54","17","0","0","0","1"
"221","f","2","1","0","15","27","96","3","0","0","0","1"
"885","d","4","1","2","16","6","98","98","0","0","0","1"
"1127","f","4","1","2","17","86","1","37","0","0","0","1"
"663","f","2","1","0","18","80","20","35","0","0","0","1"
"681","d","3","1","1","19","74","49","48","0","0","0","1"
"609","f","2","1","0","20","51","48","94","0","0","0","1"
"820","k","3","0","1","21","57","74","12","1","0","1","1"
"2136","k","3","0","1","22","81","35","16","1","0","1","1"
"1918","j","3","0","1","23","97","26","66","0","0","0","1"
"1900","k","3","0","1","24","84","24","76","0","0","1","1"
"1564","j","0","0","-1","25","77","8","44","0","0","1","1"
"1516","k","3","0","1","26","32","9","83","0","0","1","1"
"2029","j","3","0","1","27","61","33","64","1","0","0","1"
"1488","k","3","0","1","28","62","3","36","0","0","1","1"
"1461","j","3","0","1","29","10","29","8","0","0","0","1"
"1915","k","0","0","-1","30","92","54","13","1","0","0","1"
"1843","j","3","0","1","31","76","98","60","1","0","0","1"
"1383","k","3","0","1","32","78","34","96","0","0","1","1"
"1531","j","3","0","1","33","32","96","9","0","0","0","1"
"1456","k","3","0","1","34","17","69","79","1","0","1","1"
"1433","j","3","0","1","35","97","58","27","0","0","0","1"
"1581","k","3","0","1","36","92","71","6","0","0","1","1"
"1617","j","0","0","-1","37","68","76","36","1","0","1","1"
"1469","j","3","0","1","38","94","20","30","1","0","0","1"
"1228","j","3","0","1","39","36","16","86","1","0","0","1"
"1383","j","3","0","1","40","38","41","80","1","0","0","1"
"12222","","","","","","","","","","","",""
"null","null","-1","0","-1","42","85","35","34","0","0","0","1"
"1132","d","4","1","2","43","99","44","31","0","0","0","1"
"1208","d","2","1","0","44","97","21","5","1","0","1","1"
"null","null","-1","0","-1","45","44","60","9","0","0","1","1"
"null","null","-1","0","-1","46","5","7","3","0","0","0","1"
"1097","k","3","0","1","47","78","49","95","1","0","1","1"
"1407","d","3","1","1","48","88","6","47","0","0","1","1"
"1725","k","3","0","1","49","13","34","80","0","0","1","1"
"1233","d","3","1","1","50","91","10","64","1","0","0","1"
"1515","k","3","0","1","51","60","35","65","0","0","1","1"
"1376","d","4","1","2","52","9","44","22","0","0","1","1"
"1745","j","3","0","1","53","24","62","17","0","0","0","1"
"1473","k","3","0","1","54","18","31","36","1","0","1","1"
"1340","d","3","1","1","55","13","22","90","0","0","1","1"
"987","d","2","1","0","56","24","84","45","1","0","0","1"
"null","null","-1","1","-1","57","69","15","70","1","0","0","1"
