"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"1075","d","2","1","1","1","89","40","11","0","0","0","2"
"31","d","2","1","1","2","36","86","29","0","0","0","2"
"13","d","3","1","0","3","97","20","58","0","0","0","2"
"37","d","4","1","2","4","4","44","62","0","0","0","2"
"260","d","2","1","1","5","16","90","53","0","0","0","2"
"82","d","3","1","0","6","94","81","45","0","0","0","2"
"32","d","2","1","1","7","80","16","17","0","0","0","2"
"217","d","2","1","1","8","55","73","18","0","0","0","2"
"170","d","4","1","2","9","17","90","57","0","0","0","2"
"233","d","2","1","1","10","8","21","17","0","0","0","2"
"264","d","3","1","0","11","78","52","14","0","0","0","2"
"216","d","2","1","1","12","12","34","14","0","0","0","2"
"92","d","2","1","1","13","21","24","71","0","0","0","2"
"123","d","4","1","2","14","50","49","96","0","0","0","2"
"194","d","4","1","2","15","39","68","17","0","0","0","2"
"265","d","4","1","2","16","40","68","16","0","0","0","2"
"479","d","2","1","1","17","22","23","3","0","0","0","2"
"232","d","2","1","1","18","4","5","58","0","0","0","2"
"74","d","3","1","0","19","67","0","49","0","0","0","2"
"374","d","2","1","1","20","86","71","57","0","0","0","2"
"29","k","0","0","-1","21","82","23","42","0","0","0","2"
"203","k","0","0","-1","22","45","8","36","0","0","0","2"
"106","k","3","0","0","23","69","87","34","0","0","1","2"
"153","k","3","0","0","24","89","4","26","1","0","1","2"
"203","k","0","0","-1","25","34","7","49","0","0","0","2"
"11","k","0","0","-1","26","46","94","84","1","0","0","2"
"262","k","3","0","0","27","29","37","54","0","0","1","2"
"78","k","3","0","0","28","76","11","64","0","0","1","2"
"107","k","3","0","0","29","14","39","4","0","0","1","2"
"92","k","0","0","-1","30","26","32","51","1","0","0","2"
"311","k","0","0","-1","31","5","74","85","1","0","0","2"
"306","k","3","0","0","32","3","0","31","1","0","1","2"
"201","k","3","0","0","33","91","86","55","0","0","1","2"
"200","k","0","0","-1","34","68","72","61","0","0","0","2"
"108","j","3","0","0","35","52","42","37","1","0","0","2"
"92","j","3","0","0","36","19","44","9","1","0","0","2"
"19","j","0","0","-1","37","70","40","76","1","0","1","2"
"120","j","0","0","-1","38","74","95","21","1","0","1","2"
"170","j","0","0","-1","39","70","11","74","0","0","1","2"
"325","j","0","0","-1","40","3","87","7","1","0","1","2"
"4669","","","","","","","","","","","",""
"2920","","","","","","","","","","","",""
"78","k","3","0","0","43","51","75","28","0","0","1","2"
"279","k","0","0","-1","44","32","34","17","0","0","0","2"
"74","d","3","1","0","45","13","3","29","0","0","1","2"
"231","k","0","0","-1","46","28","69","31","1","0","0","2"
"20","k","3","0","0","47","79","62","51","0","0","1","2"
"245","k","0","0","-1","48","69","56","27","0","0","0","2"
"83","k","3","0","0","49","72","23","47","0","0","1","2"
"57","k","3","0","0","50","63","0","42","0","0","1","2"
"92","d","2","1","1","51","83","73","17","1","0","0","2"
"155","d","4","1","2","52","6","53","31","1","0","0","2"
"18","k","3","0","0","53","61","36","48","0","0","1","2"
"216","d","3","1","0","54","33","0","94","1","0","0","2"
"41","k","3","0","0","55","55","24","10","0","0","1","2"
"262","d","3","1","0","56","13","56","22","1","0","0","2"
"75","d","2","1","1","57","45","86","78","0","0","0","2"
"231","d","4","1","2","58","37","45","16","1","0","0","2"
"139","d","2","1","1","59","91","3","61","1","0","1","2"
"92","k","3","0","0","60","48","7","42","1","0","1","2"
"576","d","2","1","1","61","18","16","26","1","0","1","2"
"44","d","2","1","1","62","41","1","21","1","0","0","2"
"170","f","2","1","1","63","43","7","89","0","1","0","2"
"187","k","0","0","-1","64","61","92","95","0","1","0","2"
"62","f","2","1","1","65","8","80","46","1","1","1","2"
"50","k","3","0","0","66","91","39","48","0","1","1","2"
"12","f","3","1","0","67","53","94","58","1","1","1","2"
"92","k","3","0","0","68","74","62","16","1","1","1","2"
"231","f","3","1","0","69","50","1","68","1","1","1","2"
"231","k","3","0","0","70","17","86","58","1","1","1","2"
"370","f","2","1","1","71","42","62","14","1","1","0","2"
"50","f","4","1","2","72","48","9","12","1","1","0","2"
"295","k","3","0","0","73","44","63","13","1","1","1","2"
"75","k","3","0","0","74","33","25","66","0","1","1","2"
"154","f","3","1","0","75","55","49","94","0","1","1","2"
"68","k","0","0","-1","76","16","47","63","0","1","0","2"
"169","k","0","0","-1","77","60","65","90","0","1","0","2"
"186","f","3","1","0","78","86","33","1","0","1","1","2"
"76","k","0","0","-1","79","79","62","12","0","1","0","2"
"294","k","0","0","-1","80","79","56","25","1","1","0","2"
"50","d","3","1","0","81","99","28","51","1","1","0","2"
"451","d","4","1","2","82","53","98","79","0","1","0","2"
"123","d","3","1","0","83","94","90","72","0","2","1","2"
"217","k","0","0","-1","84","69","77","79","1","2","0","2"
"84","d","2","1","1","85","5","17","72","1","2","1","2"
"107","k","3","0","0","86","12","52","93","1","2","1","2"
"295","d","2","1","1","87","64","82","57","0","2","1","2"
"186","k","3","0","0","88","9","64","81","0","2","1","2"
"435","d","3","1","0","89","24","8","46","1","2","0","2"
"215","k","3","0","0","90","97","86","23","1","2","1","2"
"null","null","-1","1","-1","91","27","70","57","0","2","0","2"
"294","d","4","1","2","92","87","14","1","0","2","0","2"
"86","d","2","1","1","93","10","22","82","0","2","0","2"
"273","k","3","0","0","94","20","5","25","1","2","1","2"
"202","d","2","1","1","95","5","18","50","0","2","0","2"
"185","k","0","0","-1","96","4","79","35","1","2","0","2"
"294","d","2","1","1","97","7","36","21","1","2","1","2"
"230","k","0","0","-1","98","42","20","45","1","2","0","2"
"1075","k","0","0","-1","99","71","27","24","0","2","0","2"
"104","d","3","1","0","100","55","26","97","0","2","0","2"
"92","k","3","0","0","101","2","60","16","0","2","1","2"
"34","k","3","0","0","102","35","44","17","1","2","1","2"
"null","null","-1","0","-1","103","79","82","85","0","3","1","2"
"231","d","2","1","1","104","93","53","33","1","3","1","2"
