"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"4645","d","2","1","1","1","78","85","75","0","0","0","5"
"2040","f","2","1","1","2","57","44","55","0","0","0","5"
"1697","d","2","1","1","3","16","23","27","0","0","0","5"
"2555","f","2","1","1","4","59","40","18","0","0","0","5"
"3967","d","3","1","2","5","89","60","98","0","0","0","5"
"2260","f","2","1","1","6","29","14","51","0","0","0","5"
"596","d","2","1","1","7","36","1","78","0","0","0","5"
"547","d","2","1","1","8","71","23","25","0","0","0","5"
"1452","d","3","1","2","9","89","96","31","0","0","0","5"
"1294","f","2","1","1","10","62","84","83","0","0","0","5"
"1906","f","3","1","2","11","34","83","73","0","0","0","5"
"1907","d","2","1","1","12","65","2","9","0","0","0","5"
"1449","f","3","1","2","13","60","53","97","0","0","0","5"
"1275","f","2","1","1","14","19","55","58","0","0","0","5"
"1054","d","2","1","1","15","45","13","26","0","0","0","5"
"1341","d","2","1","1","16","73","28","41","0","0","0","5"
"1303","f","4","1","0","17","95","39","57","0","0","0","5"
"692","f","2","1","1","18","87","90","0","0","0","0","5"
"1200","d","4","1","0","19","96","4","32","0","0","0","5"
"608","d","2","1","1","20","3","43","83","0","0","0","5"
"3557","k","3","0","2","21","24","98","84","0","0","1","5"
"3637","j","3","0","2","22","70","87","33","1","0","0","5"
"2451","j","0","0","-1","23","32","84","73","0","0","1","5"
"1932","k","3","0","2","24","88","6","73","1","0","1","5"
"3522","k","3","0","2","25","13","62","51","1","0","1","5"
"1475","j","3","0","2","26","25","17","5","0","0","0","5"
"2477","j","3","0","2","27","57","40","85","1","0","0","5"
"1621","j","3","0","2","28","73","57","20","1","0","0","5"
"2765","j","0","0","-1","29","31","32","15","1","0","1","5"
"1839","j","3","0","2","30","5","76","30","0","0","0","5"
"2339","k","3","0","2","31","71","2","69","0","0","1","5"
"3003","j","3","0","2","32","17","51","16","0","0","0","5"
"2250","j","3","0","2","33","61","75","77","1","0","0","5"
"2526","k","3","0","2","34","53","45","90","0","0","1","5"
"1416","k","3","0","2","35","85","36","27","1","0","1","5"
"1217","k","0","0","-1","36","29","56","11","0","0","0","5"
"1856","j","3","0","2","37","47","60","40","0","0","0","5"
"1572","j","0","0","-1","38","44","87","80","1","0","1","5"
"2436","k","3","0","2","39","75","2","22","0","0","1","5"
"1948","k","0","0","-1","40","97","51","37","1","0","0","5"
"8991","","","","","","","","","","","",""
"12101","","","","","","","","","","","",""
"10318","","","","","","","","","","","",""
"5937","","","","","","","","","","","",""
"7056","","","","","","","","","","","",""
"5055","","","","","","","","","","","",""
"null","null","-1","1","-1","47","48","37","62","1","0","0","5"
"null","null","-1","0","-1","48","16","4","60","0","0","0","5"
