"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"154","d","2","1","2","1","41","90","0","0","0","0"
"594","d","2","1","2","2","38","58","0","0","0","0"
"117","d","3","1","1","3","14","22","0","0","0","0"
"39","d","2","1","2","4","67","0","0","0","0","0"
"465","d","2","1","2","5","75","29","0","0","0","0"
"426","d","4","1","0","6","96","10","0","0","0","0"
"353","d","2","1","2","7","31","43","0","0","0","0"
"397","d","2","1","2","8","72","95","0","0","0","0"
"362","d","4","1","0","9","6","37","0","0","0","0"
"458","d","2","1","2","10","63","65","0","0","0","0"
"126","d","3","1","1","11","32","9","0","0","0","0"
"196","d","3","1","1","12","74","32","0","0","0","0"
"5","d","2","1","2","13","11","85","0","0","0","0"
"148","d","2","1","2","14","92","9","0","0","0","0"
"88","d","2","1","2","15","95","61","0","0","0","0"
"35","d","2","1","2","16","38","82","0","0","0","0"
"136","d","3","1","1","17","58","79","0","0","0","0"
"426","d","2","1","2","18","70","7","0","0","0","0"
"5","d","4","1","0","19","13","19","0","0","0","0"
"23","d","2","1","2","20","74","94","0","0","0","0"
"1067","j","3","0","1","21","28","78","0","0","0","0"
"685","j","3","0","1","22","75","78","0","0","0","0"
"1066","j","3","0","1","23","71","17","0","0","0","0"
"1116","k","0","0","-1","24","44","25","1","0","0","0"
"1366","j","3","0","1","25","52","4","1","0","0","0"
"1036","j","0","0","-1","26","38","34","1","0","1","0"
"546","j","0","0","-1","27","78","35","0","0","1","0"
"786","j","0","0","-1","28","34","18","1","0","1","0"
"768","k","0","0","-1","29","20","2","1","0","0","0"
"26","j","0","0","-1","30","34","31","1","0","1","0"
"1214","k","3","0","1","31","19","11","1","0","1","0"
"2117","k","3","0","1","32","53","4","1","0","1","0"
"1525","k","3","0","1","33","66","87","0","0","1","0"
"1683","k","3","0","1","34","53","24","0","0","1","0"
"1285","k","3","0","1","35","68","80","0","0","1","0"
"1798","j","3","0","1","36","34","17","0","0","0","0"
"1585","j","3","0","1","37","86","6","1","0","0","0"
"1275","j","3","0","1","38","73","10","0","0","0","0"
"1145","k","0","0","-1","39","34","2","1","0","0","0"
"837","j","0","0","-1","40","28","13","0","0","1","0"
"10638","","","","","","","","","","",""
"1452","f","2","1","2","42","50","83","1","0","0","0"
"1414","k","0","0","-1","43","12","83","1","0","0","0"
"null","null","-1","0","-1","44","81","5","1","0","0","0"
"1228","k","3","0","1","45","25","18","1","0","1","0"
"979","f","2","1","2","46","27","74","1","0","1","0"
"948","k","3","0","1","47","17","11","0","0","1","0"
"1338","f","2","1","2","48","58","5","0","0","1","0"
"1036","f","4","1","0","49","26","74","1","0","1","0"
"1601","k","0","0","-1","50","86","11","0","0","0","0"
"1204","j","0","0","-1","51","12","68","1","0","1","0"
"865","f","2","1","2","52","14","37","0","0","1","0"
"968","f","3","1","1","53","9","57","0","0","0","0"
"968","k","3","0","1","54","53","48","1","0","1","0"
"1078","k","0","0","-1","55","48","22","1","0","0","0"
"1490","k","0","0","-1","56","65","8","0","0","0","0"
"1129","f","2","1","2","57","5","30","0","0","1","0"
"1320","k","0","0","-1","58","78","60","1","0","0","0"
"921","f","3","1","1","59","89","82","0","0","0","0"
"1369","f","2","1","2","60","75","98","0","0","0","0"
"1529","f","2","1","2","61","70","8","0","0","1","0"
"1262","f","3","1","1","62","38","36","0","1","1","0"
"1033","k","0","0","-1","63","16","66","1","1","0","0"
"1368","j","3","0","1","64","95","6","0","1","0","0"
"1709","k","3","0","1","65","98","8","1","1","1","0"
"972","f","3","1","1","66","11","90","0","1","0","0"
"1619","k","3","0","1","67","68","21","1","1","1","0"
"996","f","2","1","2","68","70","3","0","1","1","0"
"684","k","3","0","1","69","93","38","1","1","1","0"
"1170","k","3","0","1","70","20","74","1","1","1","0"
"936","f","3","1","1","71","47","2","0","1","0","0"
"1389","f","2","1","2","72","52","37","1","1","1","0"
"1362","j","3","0","1","73","60","88","0","1","0","0"
"1208","f","2","1","2","74","79","20","1","1","0","0"
"1915","j","3","0","1","75","58","68","1","1","0","0"
"1043","f","3","1","1","76","56","77","1","1","0","0"
"1210","f","2","1","2","77","26","46","0","1","1","0"
"1003","f","2","1","2","78","77","98","0","1","0","0"
"868","j","0","0","-1","79","2","67","0","1","1","0"
"1384","k","3","0","1","80","60","31","0","1","1","0"
"1529","f","4","1","0","81","48","40","1","1","0","0"
"null","null","-1","0","-1","82","21","71","1","2","0","0"
"982","k","0","0","-1","83","50","18","0","2","0","0"
"1093","f","2","1","2","84","85","56","1","2","1","0"
"1159","f","3","1","1","85","30","17","1","2","1","0"
"878","k","3","0","1","86","40","57","1","2","1","0"
"877","k","3","0","1","87","5","40","1","2","1","0"
"637","f","2","1","2","88","27","81","1","2","1","0"
"1596","k","0","0","-1","89","77","28","0","2","0","0"
"1279","j","3","0","1","90","80","86","0","2","0","0"
"1073","f","3","1","1","91","7","83","0","2","1","0"
"780","j","0","0","-1","92","23","3","1","2","1","0"
"937","f","4","1","0","93","73","39","1","2","0","0"
"1320","f","2","1","2","94","5","93","1","2","0","0"
"1032","d","2","1","2","95","62","74","1","2","0","0"
"1202","f","2","1","2","96","97","66","0","2","1","0"
"1575","k","0","0","-1","97","12","60","0","2","0","0"
"1392","f","2","1","2","98","35","65","0","2","0","0"
"1257","k","3","0","1","99","50","53","0","2","1","0"
"942","k","0","0","-1","100","13","61","0","2","0","0"
"727","f","2","1","2","101","51","26","0","2","1","0"
"null","null","-1","0","-1","102","78","92","1","3","1","0"
"1262","k","0","0","-1","103","92","86","1","3","0","0"
"821","f","2","1","2","104","34","57","1","3","0","0"
"1199","f","3","1","1","105","53","89","0","3","0","0"
"610","j","3","0","1","106","1","76","1","3","0","0"
"1030","k","3","0","1","107","21","79","1","3","1","0"
"1317","j","0","0","-1","108","35","56","0","3","1","0"
"1719","f","3","1","1","109","80","62","0","3","0","0"
"1479","f","2","1","2","110","88","76","1","3","0","0"
"1077","f","3","1","1","111","42","82","0","3","0","0"
"1209","k","3","0","1","112","74","4","0","3","1","0"
"989","f","3","1","1","113","58","41","1","3","0","0"
"644","k","3","0","1","114","85","28","1","3","1","0"
"1156","f","2","1","2","115","7","42","0","3","1","0"
"1166","f","2","1","2","116","87","98","1","3","0","0"
"958","f","2","1","2","117","52","98","0","3","1","0"
