"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"2505","f","2","1","2","1","71","51","0","0","0","0"
"1228","d","4","1","0","2","10","82","0","0","0","0"
"1197","f","2","1","2","3","50","66","0","0","0","0"
"1026","d","3","1","1","4","94","54","0","0","0","0"
"704","d","2","1","2","5","44","90","0","0","0","0"
"1126","d","2","1","2","6","17","14","0","0","0","0"
"795","d","2","1","2","7","37","12","0","0","0","0"
"475","f","2","1","2","8","82","30","0","0","0","0"
"1064","d","4","1","0","9","50","61","0","0","0","0"
"914","d","3","1","1","10","63","79","0","0","0","0"
"204","d","3","1","1","11","74","94","0","0","0","0"
"241","f","2","1","2","12","19","32","0","0","0","0"
"1082","d","4","1","0","13","45","73","0","0","0","0"
"609","d","4","1","0","14","67","28","0","0","0","0"
"829","d","2","1","2","15","75","17","0","0","0","0"
"386","d","4","1","0","16","61","98","0","0","0","0"
"492","d","3","1","1","17","88","70","0","0","0","0"
"412","f","2","1","2","18","45","96","0","0","0","0"
"20","f","2","1","2","19","88","9","0","0","0","0"
"276","d","2","1","2","20","95","60","0","0","0","0"
"7579","j","0","0","-1","21","67","61","0","0","1","0"
"1724","k","0","0","-1","22","58","70","1","0","0","0"
"2260","j","3","0","1","23","95","90","1","0","0","0"
"4041","k","3","0","1","24","63","98","0","0","1","0"
"2714","j","0","0","-1","25","54","65","1","0","1","0"
"175","j","0","0","-1","26","89","44","0","0","1","0"
"40","k","0","0","-1","27","15","98","0","0","0","0"
"141","j","0","0","-1","28","39","88","1","0","1","0"
"75","j","3","0","1","29","89","29","0","0","0","0"
"136","j","0","0","-1","30","61","15","0","0","1","0"
"1","k","0","0","-1","31","6","20","0","0","0","0"
"26","k","3","0","1","32","82","78","1","0","1","0"
"1887","j","3","0","1","33","7","79","0","0","0","0"
"3004","j","3","0","1","34","79","5","0","0","0","0"
"1648","j","3","0","1","35","49","3","1","0","0","0"
"1907","k","3","0","1","36","59","23","1","0","1","0"
"2467","k","3","0","1","37","63","27","1","0","1","0"
"2042","k","0","0","-1","38","92","50","1","0","0","0"
"2493","k","0","0","-1","39","90","43","0","0","0","0"
"2728","j","0","0","-1","40","80","49","1","0","1","0"
"11447","","","","","","","","","","",""
"3350","","","","","","","","","","",""
"1807","j","3","0","1","43","13","20","1","0","0","0"
"15","j","0","0","-1","44","70","52","1","0","1","0"
"168","f","2","1","2","45","54","61","1","0","0","0"
"13","k","0","0","-1","46","48","62","0","0","0","0"
"40","f","3","1","1","47","53","57","0","0","1","0"
"77","k","0","0","-1","48","75","78","1","0","0","0"
"16","f","2","1","2","49","65","6","1","0","1","0"
"40","d","3","1","1","50","47","92","1","0","1","0"
"106","d","2","1","2","51","11","77","1","0","1","0"
"4","f","2","1","2","52","55","0","0","0","0","0"
"118","k","0","0","-1","53","85","6","0","0","0","0"
"92","d","3","1","1","54","58","3","0","0","1","0"
"131","d","3","1","1","55","57","82","1","0","1","0"
"88","k","3","0","1","56","3","93","0","0","1","0"
"29","k","0","0","-1","57","14","35","0","0","0","0"
"107","j","3","0","1","58","74","52","0","0","0","0"
"52","f","2","1","2","59","54","71","0","0","0","0"
"74","j","0","0","-1","60","55","89","0","0","1","0"
"123","d","4","1","0","61","61","70","1","0","1","0"
"107","j","3","0","1","62","54","41","1","0","0","0"
"47","j","0","0","-1","63","61","88","0","1","1","0"
"126","j","3","0","1","64","14","94","0","1","0","0"
"123","d","2","1","2","65","25","43","1","1","0","0"
"72","f","4","1","0","66","73","10","0","1","1","0"
"1","f","2","1","2","67","95","29","1","1","0","0"
"75","k","0","0","-1","68","18","40","1","1","0","0"
"87","j","0","0","-1","69","39","72","0","1","1","0"
"55","d","2","1","2","70","84","69","1","1","0","0"
"7","f","2","1","2","71","59","86","0","1","1","0"
"39","j","0","0","-1","72","79","98","0","1","1","0"
"35","d","4","1","0","73","79","25","0","1","1","0"
"79","j","0","0","-1","74","53","50","1","1","1","0"
"150","k","0","0","-1","75","24","80","0","1","0","0"
"3","j","3","0","1","76","13","14","1","1","0","0"
"70","j","0","0","-1","77","60","8","1","1","1","0"
"33","k","3","0","1","78","36","89","1","1","1","0"
"187","d","2","1","2","79","74","84","1","1","0","0"
"155","d","4","1","0","80","17","75","0","1","1","0"
"50","d","2","1","2","81","4","54","1","1","0","0"
"42","d","2","1","2","82","44","63","0","1","0","0"
"107","j","0","0","-1","83","81","88","0","2","1","0"
"65","k","0","0","-1","84","82","93","0","2","0","0"
"62","j","3","0","1","85","11","37","0","2","0","0"
"743","d","3","1","1","86","25","31","0","2","0","0"
"76","d","2","1","2","87","7","1","0","2","1","0"
"1510","k","3","0","1","88","65","72","1","2","1","0"
"72","f","2","1","2","89","63","95","1","2","0","0"
"169","j","3","0","1","90","8","39","1","2","0","0"
"171","j","3","0","1","91","88","74","1","2","0","0"
"76","d","2","1","2","92","41","87","1","2","1","0"
"214","d","3","1","1","93","52","21","0","2","1","0"
"286","j","0","0","-1","94","7","37","1","2","1","0"
"176","d","2","1","2","95","94","71","0","2","1","0"
"223","d","3","1","1","96","86","29","1","2","1","0"
"289","j","3","0","1","97","74","53","1","2","0","0"
"265","k","3","0","1","98","54","34","1","2","1","0"
"165","j","0","0","-1","99","22","18","0","2","1","0"
"170","d","2","1","2","100","32","35","0","2","0","0"
"241","d","4","1","0","101","14","26","1","2","0","0"
"249","d","2","1","2","102","20","25","0","2","0","0"
"31","d","2","1","2","103","14","78","0","3","1","0"
"30","d","3","1","1","104","67","13","1","3","1","0"
"49","j","3","0","1","105","64","75","1","3","0","0"
"55","k","0","0","-1","106","98","13","0","3","0","0"
"75","f","3","1","1","107","71","75","0","3","0","0"
"63","f","3","1","1","108","46","66","1","3","1","0"
