"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"2496.2000000476837","d","3","1","1","1","40","4","0","0","0","0"
"1496.3999998569489","f","3","1","1","2","37","48","0","0","0","0"
"1467.6000001430511","f","3","1","1","3","41","63","0","0","0","0"
"1236.0999999046326","f","2","1","2","4","84","16","0","0","0","0"
"1177.1000001430511","f","2","1","2","5","43","6","0","0","0","0"
"1097.1000001430511","f","2","1","2","6","90","89","0","0","0","0"
"936.7000000476837","f","2","1","2","7","81","33","0","0","0","0"
"1667.5","f","4","1","0","8","15","35","0","0","0","0"
"1456.9000000953674","d","2","1","2","9","30","73","0","0","0","0"
"1236.0999999046326","d","3","1","1","10","67","28","0","0","0","0"
"1047.6000001430511","d","2","1","2","11","51","7","0","0","0","0"
"2736.600000143051","d","3","1","1","12","31","79","0","0","0","0"
"2116.5999999046326","d","2","1","2","13","73","84","0","0","0","0"
"2196.600000143051","f","2","1","2","14","45","33","0","0","0","0"
"997.2000000476837","d","3","1","1","15","62","4","0","0","0","0"
"976","f","4","1","0","16","97","43","0","0","0","0"
"1427.0999999046326","f","3","1","1","17","88","1","0","0","0","0"
"1236.2999999523163","f","4","1","0","18","80","15","0","0","0","0"
"2386.600000143051","f","2","1","2","19","28","80","0","0","0","0"
"1406.6999998092651","f","3","1","1","20","46","74","0","0","0","0"
"1676","k","3","0","1","21","89","8","1","0","1","0"
"2016","k","3","0","1","22","20","29","0","0","1","0"
"1936.7000000476837","k","3","0","1","23","24","70","1","0","1","0"
"1576.5999999046326","k","3","0","1","24","42","68","0","0","1","0"
"1397","j","3","0","1","25","7","67","1","0","0","0"
"1457.5","k","0","0","-1","26","29","54","0","0","0","0"
"1985.7999999523163","k","0","0","-1","27","60","49","1","0","0","0"
"1745.8000001907349","j","3","0","1","28","99","10","1","0","0","0"
"1616.2000000476837","k","0","0","-1","29","89","34","0","0","0","0"
"1666.2000000476837","k","0","0","-1","30","72","24","1","0","0","0"
"2467.399999856949","k","0","0","-1","31","73","0","1","0","0","0"
"1762","j","0","0","-1","32","80","96","1","0","1","0"
"1726.5","j","3","0","1","33","32","85","0","0","0","0"
"1637.1000001430511","k","3","0","1","34","36","26","1","0","1","0"
"1686","k","3","0","1","35","89","37","0","0","1","0"
"1016.7000000476837","j","3","0","1","36","9","77","0","0","0","0"
"1387.2999999523163","k","3","0","1","37","27","64","0","0","1","0"
"1096.6999998092651","j","3","0","1","38","54","28","0","0","0","0"
"1576","k","3","0","1","39","15","20","1","0","1","0"
"1456.7000000476837","j","3","0","1","40","27","21","0","0","0","0"
"8998.5","","","","","","","","","","",""
"10837.400000095367","","","","","","","","","","",""
"2808.0999999046326","","","","","","","","","","",""
"null","null","-1","0","-1","44","51","17","0","0","0","0"
"1815.0999999046326","k","0","0","-1","45","43","59","1","0","0","0"
"1372.7999999523163","f","3","1","1","46","46","15","0","0","1","0"
"1312.2000000476837","f","2","1","2","47","79","68","0","0","0","0"
"1152.2000000476837","f","2","1","2","48","87","33","1","0","0","0"
"1290","j","3","0","1","49","24","52","1","0","0","0"
"1451.7000000476837","k","3","0","1","50","75","71","1","0","1","0"
"1590.8999998569489","k","3","0","1","51","22","98","1","0","1","0"
"1892.1000001430511","j","0","0","-1","52","87","95","1","0","1","0"
"1532.7000000476837","j","3","0","1","53","16","49","1","0","0","0"
"1451.4000000953674","k","3","0","1","54","71","93","0","0","1","0"
"1032","f","3","1","1","55","30","33","0","0","1","0"
"1051.7000000476837","f","2","1","2","56","27","37","1","0","0","0"
"1031.7999999523163","f","3","1","1","57","43","13","0","0","1","0"
"1252.4000000953674","f","4","1","0","58","89","92","0","0","1","0"
"1792.2000000476837","d","2","1","2","59","71","86","1","0","1","0"
"1791.6000001430511","f","3","1","1","60","7","20","0","0","0","0"
"null","null","-1","0","-1","61","10","26","1","0","0","0"
"995","f","2","1","2","62","59","31","0","0","0","0"
"1530.4000000953674","j","0","0","-1","63","53","10","0","0","1","0"
"1014.0999999046326","f","3","1","1","64","43","81","0","1","1","0"
"1010.4000000953674","f","2","1","2","65","28","14","0","1","0","0"
"1050.2000000476837","f","2","1","2","66","19","75","1","1","1","0"
"910.7000000476837","f","3","1","1","67","88","53","1","1","0","0"
"null","null","-1","0","-1","68","24","22","0","1","0","0"
"null","null","-1","0","-1","69","17","86","0","1","1","0"
"1061.8999998569489","f","3","1","1","70","6","17","1","1","1","0"
"996.2999999523163","f","2","1","2","71","68","18","0","1","1","0"
"null","null","-1","0","-1","72","44","13","1","1","1","0"
"1169.5999999046326","f","2","1","2","73","57","85","1","1","0","0"
"961.3999998569489","k","0","0","-1","74","93","61","1","1","0","0"
"1531.1999998092651","j","3","0","1","75","43","61","0","1","0","0"
"1576.6999998092651","k","3","0","1","76","77","28","0","1","1","0"
"1586.2999999523163","j","3","0","1","77","8","37","0","1","0","0"
"1690.8999998569489","k","3","0","1","78","31","54","0","1","1","0"
"1831.7999999523163","j","3","0","1","79","72","98","0","1","0","0"
"1012.2999999523163","f","2","1","2","80","91","80","1","1","1","0"
"1111.6000001430511","f","3","1","1","81","75","93","1","1","0","0"
"1157.7999999523163","f","4","1","0","82","46","43","1","1","1","0"
"1486.7000000476837","j","3","0","1","83","95","41","1","1","0","0"
"1113.7999999523163","f","4","1","0","84","13","60","0","2","1","0"
"1901.8000001907349","j","3","0","1","85","63","34","0","2","0","0"
"1061.7000000476837","f","2","1","2","86","64","55","1","2","1","0"
"1111.2000000476837","f","2","1","2","87","12","43","1","2","1","0"
"1292.3000001907349","f","4","1","0","88","72","18","0","2","0","0"
"1711.1000001430511","k","0","0","-1","89","99","21","1","2","0","0"
"1427.2000000476837","j","3","0","1","90","35","47","1","2","0","0"
"1076.1999998092651","f","2","1","2","91","21","76","1","2","0","0"
"1470.7000000476837","d","3","1","1","92","14","41","1","2","1","0"
"1287.7000000476837","d","4","1","0","93","74","62","1","2","1","0"
"1681.5999999046326","k","3","0","1","94","97","80","1","2","1","0"
"1942","j","0","0","-1","95","41","4","1","2","1","0"
"1411","k","0","0","-1","96","17","16","0","2","0","0"
