"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"4320","d","2","1","0","1","30","2","0","0","0","1"
"1654","f","2","1","0","2","61","26","0","0","0","1"
"1518","f","3","1","1","3","29","78","0","0","0","1"
"2217","d","3","1","1","4","3","70","0","0","0","1"
"523","d","2","1","0","5","9","59","0","0","0","1"
"205","d","2","1","0","6","41","46","0","0","0","1"
"182","f","2","1","0","7","41","0","0","0","0","1"
"1178","d","2","1","0","8","75","81","0","0","0","1"
"1449","f","4","1","2","9","75","19","0","0","0","1"
"1288","f","2","1","0","10","17","59","0","0","0","1"
"1264","f","2","1","0","11","25","91","0","0","0","1"
"1009","f","2","1","0","12","40","34","0","0","0","1"
"888","f","2","1","0","13","34","63","0","0","0","1"
"1018","f","2","1","0","14","12","23","0","0","0","1"
"1360","f","3","1","1","15","19","12","0","0","0","1"
"4374","f","2","1","0","16","82","47","0","0","0","1"
"1002","f","2","1","0","17","37","0","0","0","0","1"
"4001","f","4","1","2","18","2","59","0","0","0","1"
"1007","f","2","1","0","19","73","16","0","0","0","1"
"1077","f","2","1","0","20","66","5","0","0","0","1"
"4646","j","0","0","-1","21","65","42","0","0","1","1"
"1965","j","3","0","1","22","93","51","1","0","0","1"
"1490","j","0","0","-1","23","89","68","1","0","1","1"
"1491","j","3","0","1","24","20","78","0","0","0","1"
"1185","j","3","0","1","25","65","53","0","0","0","1"
"1275","k","3","0","1","26","47","96","1","0","1","1"
"1827","k","3","0","1","27","80","46","1","0","1","1"
"1156","k","0","0","-1","28","71","86","1","0","0","1"
"1822","j","3","0","1","29","63","25","1","0","0","1"
"1580","k","3","0","1","30","94","54","1","0","1","1"
"1295","k","3","0","1","31","81","59","0","0","1","1"
"1292","k","0","0","-1","32","10","84","0","0","0","1"
"1160","k","3","0","1","33","14","0","0","0","1","1"
"1032","k","0","0","-1","34","27","86","1","0","0","1"
"1088","k","0","0","-1","35","85","89","1","0","0","1"
"2209","j","0","0","-1","36","49","38","0","0","1","1"
"2039","k","0","0","-1","37","77","90","0","0","0","1"
"1217","j","0","0","-1","38","62","20","0","0","1","1"
"1130","j","0","0","-1","39","10","25","0","0","1","1"
"1015","j","3","0","1","40","20","31","1","0","0","1"
"11507","","","","","","","","","","",""
"6171","","","","","","","","","","",""
"5953","","","","","","","","","","",""
"null","null","-1","1","-1","44","41","68","0","0","0","1"
"833","d","2","1","0","45","51","43","1","0","0","1"
"null","null","-1","0","-1","46","84","71","1","0","0","1"
"null","null","-1","0","-1","47","67","44","1","0","1","1"
"null","null","-1","1","-1","48","26","31","0","0","0","1"
"null","null","-1","0","-1","49","46","49","1","0","0","1"
"1551","f","2","1","0","50","93","76","1","0","0","1"
"1060","k","3","0","1","51","18","87","1","0","1","1"
"1054","k","3","0","1","52","40","42","1","0","1","1"
"878","f","2","1","0","53","69","59","0","0","0","1"
"1374","j","3","0","1","54","22","44","0","0","0","1"
"null","null","-1","1","-1","55","66","20","1","0","1","1"
"1443","f","2","1","0","56","53","7","0","0","1","1"
"880","f","2","1","0","57","79","80","0","0","1","1"
"1495","j","0","0","-1","58","95","69","0","0","1","1"
"1008","f","3","1","1","59","18","56","0","0","0","1"
"1399","f","2","1","0","60","78","40","1","0","0","1"
"null","null","-1","0","-1","61","90","76","0","0","1","1"
"null","null","-1","0","-1","62","92","57","0","0","1","1"
"null","null","-1","0","-1","63","68","13","1","0","1","1"
