"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"10436","d","4","1","0","1","34","76","0","0","0","0"
"1167","f","2","1","2","2","51","14","0","0","0","0"
"7599","d","3","1","1","3","86","9","0","0","0","0"
"1753","d","4","1","0","4","4","44","0","0","0","0"
"1654","f","2","1","2","5","88","12","0","0","0","0"
"1690","d","2","1","2","6","53","80","0","0","0","0"
"1655","f","2","1","2","7","38","90","0","0","0","0"
"2326","f","3","1","1","8","17","74","0","0","0","0"
"2560","f","3","1","1","9","88","90","0","0","0","0"
"2092","f","2","1","2","10","40","92","0","0","0","0"
"2659","d","2","1","2","11","90","34","0","0","0","0"
"1045","d","3","1","1","12","54","73","0","0","0","0"
"2066","f","2","1","2","13","14","17","0","0","0","0"
"1825","d","3","1","1","14","74","43","0","0","0","0"
"23290","d","2","1","2","15","97","2","0","0","0","0"
"1764","d","2","1","2","16","94","73","0","0","0","0"
"3383","d","2","1","2","17","37","22","0","0","0","0"
"1383","f","2","1","2","18","35","0","0","0","0","0"
"1029","f","2","1","2","19","80","0","0","0","0","0"
"1073","f","4","1","0","20","61","50","0","0","0","0"
"18405","k","3","0","1","21","91","90","1","0","1","0"
"2329","k","3","0","1","22","83","33","0","0","1","0"
"1085","k","0","0","-1","23","60","12","0","0","0","0"
"1029","k","0","0","-1","24","2","19","0","0","0","0"
"1936","k","3","0","1","25","40","21","1","0","1","0"
"1541","k","3","0","1","26","14","57","1","0","1","0"
"654","k","0","0","-1","27","54","18","1","0","0","0"
"1329","k","0","0","-1","28","16","3","1","0","0","0"
"774","k","3","0","1","29","32","64","1","0","1","0"
"1273","k","0","0","-1","30","83","73","1","0","0","0"
"1543","k","3","0","1","31","73","11","0","0","1","0"
"834","k","0","0","-1","32","31","29","0","0","0","0"
"1099","k","3","0","1","33","26","19","0","0","1","0"
"1396","k","3","0","1","34","27","4","0","0","1","0"
"686","k","3","0","1","35","68","30","0","0","1","0"
"842","k","0","0","-1","36","91","8","1","0","0","0"
"1402","k","3","0","1","37","79","57","0","0","1","0"
"1955","k","0","0","-1","38","28","10","0","0","0","0"
"1428","k","0","0","-1","39","61","13","1","0","0","0"
"4070","k","0","0","-1","40","72","68","1","0","0","0"
"15565","","","","","","","","","","",""
"11267","","","","","","","","","","",""
"5418","","","","","","","","","","",""
"null","null","-1","0","-1","44","73","48","0","0","0","0"
"null","null","-1","1","-1","45","90","35","1","0","0","0"
"31","d","2","1","2","46","20","49","0","0","0","0"
"1198","d","2","1","2","47","12","35","1","0","0","0"
"186","d","2","1","2","48","24","46","0","0","1","0"
"null","null","-1","0","-1","49","65","82","0","0","0","0"
"1256","f","2","1","2","50","85","71","1","0","1","0"
"914","f","3","1","1","51","97","28","1","0","0","0"
"null","null","-1","0","-1","52","42","38","0","0","0","0"
"null","null","-1","0","-1","53","30","93","1","0","0","0"
"null","null","-1","0","-1","54","49","26","1","0","1","0"
"279","d","4","1","0","55","84","63","0","0","1","0"
"null","null","-1","0","-1","56","81","41","1","0","1","0"
"null","null","-1","0","-1","57","42","60","0","0","1","0"
"null","null","-1","0","-1","58","35","53","1","0","1","0"
"null","null","-1","0","-1","59","38","37","1","0","1","0"
"null","null","-1","0","-1","60","50","29","0","0","1","0"
"1040","f","4","1","0","61","70","32","0","0","1","0"
"531","f","2","1","2","62","46","95","1","0","0","0"
"1839","d","2","1","2","63","50","36","0","0","0","0"
"null","null","-1","0","-1","64","44","35","1","1","1","0"
"null","null","-1","1","-1","65","68","97","1","1","0","0"
"1821","k","3","0","1","66","5","19","0","1","1","0"
"null","null","-1","1","-1","67","17","0","0","1","0","0"
"null","null","-1","1","-1","68","54","72","0","1","1","0"
"1090","j","0","0","-1","69","12","62","1","1","1","0"
"null","null","-1","1","-1","70","99","23","1","1","0","0"
"1403","j","3","0","1","71","83","37","1","1","0","0"
"1812","j","0","0","-1","72","87","94","0","1","1","0"
"911","j","3","0","1","73","52","44","1","1","0","0"
"1069","j","3","0","1","74","46","72","0","1","0","0"
"25","j","0","0","-1","75","5","46","0","1","1","0"
"null","null","-1","1","-1","76","96","12","1","1","1","0"
"null","null","-1","1","-1","77","62","63","0","1","0","0"
"216","j","0","0","-1","78","44","78","1","1","1","0"
"1212","j","3","0","1","79","46","17","1","1","0","0"
"null","null","-1","1","-1","80","6","60","1","1","1","0"
"null","null","-1","1","-1","81","50","76","0","1","1","0"
"null","null","-1","1","-1","82","34","61","0","1","0","0"
"null","null","-1","1","-1","83","73","34","0","1","0","0"
