"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"5467.599999427795","d","2","1","1","1","37","2","0","0","0","2"
"10716.599999427795","d","2","1","1","2","62","42","0","0","0","2"
"7927.699999809265","d","4","1","2","3","64","61","0","0","0","2"
"3893.9000005722046","f","2","1","1","4","23","36","0","0","0","2"
"4419.60000038147","d","2","1","1","5","44","52","0","0","0","2"
"1509.3999996185303","d","2","1","1","6","68","91","0","0","0","2"
"1304.3000001907349","f","4","1","2","7","67","61","0","0","0","2"
"1319","d","2","1","1","8","52","21","0","0","0","2"
"7625.699999809265","d","2","1","1","9","78","53","0","0","0","2"
"9566.300000190735","d","2","1","1","10","48","38","0","0","0","2"
"3788.7000007629395","d","3","1","0","11","64","1","0","0","0","2"
"815.6000003814697","f","2","1","1","12","55","17","0","0","0","2"
"1987.1999998092651","d","4","1","2","13","63","29","0","0","0","2"
"1676.8000001907349","f","2","1","1","14","19","5","0","0","0","2"
"1031.6999998092651","d","3","1","0","15","96","12","0","0","0","2"
"3891.699999809265","d","2","1","1","16","70","62","0","0","0","2"
"2307.800000190735","d","2","1","1","17","85","0","0","0","0","2"
"1571.5999994277954","d","2","1","1","18","34","25","0","0","0","2"
"2236.6000003814697","d","3","1","0","19","44","34","0","0","0","2"
"2124","d","2","1","1","20","58","65","0","0","0","2"
"2241.0999994277954","k","3","0","0","21","50","33","0","0","1","2"
"7202.900000572205","k","3","0","0","22","90","82","1","0","1","2"
"57950.60000038147","k","0","0","-1","23","36","94","0","0","0","2"
"3557.9000005722046","k","3","0","0","24","85","20","0","0","1","2"
"5732.10000038147","k","0","0","-1","25","13","9","1","0","0","2"
"2543.5999994277954","k","0","0","-1","26","25","36","0","0","0","2"
"5432.699999809265","j","3","0","0","27","93","48","0","0","0","2"
"37256.10000038147","k","0","0","-1","28","73","25","0","0","0","2"
"6244.199999809265","j","3","0","0","29","40","34","0","0","0","2"
"5838.400000572205","k","0","0","-1","30","55","19","0","0","0","2"
"1655","k","3","0","0","31","44","10","0","0","1","2"
"1964.8999996185303","k","3","0","0","32","21","86","1","0","1","2"
"1140.8999996185303","k","3","0","0","33","8","46","1","0","1","2"
"1310","k","0","0","-1","34","51","44","1","0","0","2"
"1038.8000001907349","k","3","0","0","35","44","93","1","0","1","2"
"1353.7999992370605","k","0","0","-1","36","36","27","1","0","0","2"
"1785.8999996185303","k","3","0","0","37","99","24","0","0","1","2"
"2045.8999996185303","j","3","0","0","38","40","93","1","0","0","2"
"3258.199999809265","k","3","0","0","39","22","77","1","0","1","2"
"2001.3999996185303","k","3","0","0","40","6","38","1","0","1","2"
"3080.800000190735","","","","","","","","","","",""
"5174.10000038147","","","","","","","","","","",""
"3328.5","","","","","","","","","","",""
"3068.699999809265","","","","","","","","","","",""
"2426.6000003814697","","","","","","","","","","",""
"null","null","-1","0","-1","46","51","38","0","0","0","2"
"null","null","-1","0","-1","47","41","6","0","0","1","2"
"null","null","-1","0","-1","48","88","47","0","0","1","2"
"76.80000019073486","d","3","1","0","49","56","81","0","0","0","2"
"8.200000762939453","d","2","1","1","50","93","88","1","0","0","2"
"null","null","-1","0","-1","51","44","71","0","0","0","2"
"198","d","2","1","1","52","97","72","1","0","1","2"
"69","f","2","1","1","53","1","24","1","0","0","2"
"1089.3000001907349","f","2","1","1","54","79","72","1","0","1","2"
"null","null","-1","0","-1","55","13","98","0","0","0","2"
"null","null","-1","0","-1","56","30","8","1","0","1","2"
"469.80000019073486","f","4","1","2","57","85","94","1","0","1","2"
"200.9000005722046","d","4","1","2","58","12","60","0","0","0","2"
"null","null","-1","0","-1","59","16","81","1","0","0","2"
"null","null","-1","0","-1","60","6","78","0","0","1","2"
"null","null","-1","0","-1","61","33","73","1","0","1","2"
"1698.5999994277954","d","4","1","2","62","39","77","0","0","1","2"
"733.1999998092651","d","2","1","1","63","85","88","1","0","0","2"
"null","null","-1","0","-1","64","78","2","1","0","1","2"
"1418.4000005722046","d","3","1","0","65","72","83","0","0","0","2"
"226.19999980926514","d","2","1","1","66","51","60","0","1","1","2"
"102.60000038146973","f","3","1","0","67","30","41","1","1","1","2"
"202.4000005722046","f","3","1","0","68","41","90","1","1","1","2"
"null","null","-1","0","-1","69","20","52","0","1","0","2"
"null","null","-1","0","-1","70","20","80","1","1","0","2"
"null","null","-1","0","-1","71","94","58","0","1","1","2"
"369.3999996185303","j","0","0","-1","72","1","12","1","1","1","2"
"null","null","-1","0","-1","73","20","55","1","1","0","2"
"null","null","-1","1","-1","74","94","90","0","1","1","2"
"77.89999961853027","j","0","0","-1","75","19","14","0","1","1","2"
"1532.5999994277954","d","2","1","1","76","26","90","1","1","1","2"
"105.60000038146973","d","3","1","0","77","60","6","0","1","1","2"
"37.39999961853027","d","4","1","2","78","29","28","0","1","1","2"
"12.300000190734863","f","2","1","1","79","76","40","1","1","0","2"
"null","null","-1","0","-1","80","96","66","1","1","0","2"
"null","null","-1","0","-1","81","52","47","0","1","0","2"
"581.3999996185303","d","3","1","0","82","38","41","1","1","0","2"
"148.10000038146973","d","2","1","1","83","27","60","0","1","0","2"
"null","null","-1","0","-1","84","82","7","1","1","0","2"
"null","null","-1","0","-1","85","74","98","0","1","0","2"
"null","null","-1","0","-1","86","2","81","0","2","0","2"
"null","null","-1","1","-1","87","17","74","0","2","0","2"
"null","null","-1","1","-1","88","93","67","1","2","0","2"
"null","null","-1","1","-1","89","29","72","1","2","0","2"
"null","null","-1","0","-1","90","52","10","1","2","1","2"
"null","null","-1","1","-1","91","99","35","1","2","0","2"
"null","null","-1","0","-1","92","82","17","0","2","1","2"
"null","null","-1","0","-1","93","47","10","0","2","1","2"
"null","null","-1","1","-1","94","87","1","0","2","1","2"
"null","null","-1","1","-1","95","76","40","1","2","0","2"
"null","null","-1","1","-1","96","76","97","0","2","1","2"
"null","null","-1","0","-1","97","84","7","0","2","0","2"
"null","null","-1","0","-1","98","22","92","0","2","0","2"
"null","null","-1","0","-1","99","92","2","0","2","1","2"
"null","null","-1","0","-1","100","11","94","1","2","0","2"
"null","null","-1","1","-1","101","91","29","1","2","1","2"
"null","null","-1","1","-1","102","16","22","1","2","1","2"
"null","null","-1","0","-1","103","31","45","0","2","1","2"
"null","null","-1","1","-1","104","34","62","1","2","1","2"
"null","null","-1","0","-1","105","5","92","1","2","0","2"
"null","null","-1","0","-1","106","40","85","0","3","0","2"
"1719.1999998092651","d","2","1","1","107","4","12","0","3","1","2"
"1105.1000003814697","d","4","1","2","108","87","26","0","3","0","2"
"null","null","-1","0","-1","109","78","70","1","3","0","2"
"null","null","-1","1","-1","110","29","28","0","3","0","2"
"null","null","-1","1","-1","111","99","15","1","3","0","2"
"null","null","-1","1","-1","112","81","49","1","3","1","2"
"null","null","-1","0","-1","113","3","29","0","3","0","2"
"null","null","-1","0","-1","114","31","81","1","3","0","2"
"1944.8000001907349","k","3","0","0","115","61","64","1","3","1","2"
"1428","k","3","0","0","116","67","85","1","3","1","2"
"null","null","-1","1","-1","117","61","60","0","3","1","2"
"1744.6000003814697","k","3","0","0","118","16","65","1","3","1","2"
"1607.4000005722046","d","2","1","1","119","23","53","0","3","1","2"
"1930.8999996185303","k","3","0","0","120","3","52","1","3","1","2"
"1462.3999996185303","d","4","1","2","121","43","20","0","3","0","2"
"1407.8000001907349","k","3","0","0","122","1","72","1","3","1","2"
"1430.7999992370605","k","0","0","-1","123","46","75","1","3","0","2"
"1468.8000001907349","d","2","1","1","124","44","76","0","3","0","2"
"1940.8999996185303","f","4","1","2","125","11","17","0","3","1","2"
"1419.6999998092651","k","3","0","0","126","28","9","0","4","1","2"
"1729","k","3","0","0","127","66","98","0","4","1","2"
"1625.8000001907349","f","2","1","1","128","68","38","1","4","1","2"
"1549.3000001907349","k","0","0","-1","129","54","35","0","4","0","2"
"1336.3999996185303","d","3","1","0","130","64","46","1","4","1","2"
"1448.3999996185303","d","3","1","0","131","43","55","0","4","1","2"
"2005.6000003814697","k","3","0","0","132","30","61","1","4","1","2"
"1964.5999994277954","k","0","0","-1","133","89","34","1","4","0","2"
"1383.2000007629395","d","2","1","1","134","12","65","0","4","0","2"
"1546","k","3","0","0","135","22","83","0","4","1","2"
"1499.6999998092651","d","3","1","0","136","73","48","1","4","0","2"
"null","null","-1","0","-1","137","61","74","1","4","0","2"
"null","null","-1","0","-1","138","63","44","0","4","1","2"
"null","null","-1","1","-1","139","49","20","0","4","0","2"
"null","null","-1","1","-1","140","58","2","1","4","1","2"
"1520.2000007629395","d","3","1","0","141","5","13","1","4","0","2"
"null","null","-1","1","-1","142","36","67","1","4","0","2"
"null","null","-1","0","-1","143","64","75","0","4","0","2"
"null","null","-1","1","-1","144","56","94","1","4","1","2"
"null","null","-1","0","-1","145","9","30","0","4","0","2"
"null","null","-1","0","-1","146","6","89","0","5","0","2"
"null","null","-1","1","-1","147","13","43","0","5","1","2"
"null","null","-1","1","-1","148","98","63","1","5","1","2"
"null","null","-1","0","-1","149","80","43","0","5","0","2"
"null","null","-1","1","-1","150","91","73","1","5","0","2"
"null","null","-1","0","-1","151","82","54","1","5","0","2"
