"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","change_index","block","changed","marble_set"
"14927","f","4","1","2","1","83","40","0","0","0","2"
"925","d","4","1","2","2","50","57","0","0","0","2"
"593","f","2","1","1","3","5","84","0","0","0","2"
"534","d","3","1","0","4","6","36","0","0","0","2"
"623","f","2","1","1","5","84","41","0","0","0","2"
"501","d","4","1","2","6","29","91","0","0","0","2"
"623","f","2","1","1","7","83","58","0","0","0","2"
"655","f","2","1","1","8","92","59","0","0","0","2"
"526","d","3","1","0","9","67","80","0","0","0","2"
"568","d","2","1","1","10","25","12","0","0","0","2"
"1122","f","3","1","0","11","42","67","0","0","0","2"
"549","d","2","1","1","12","96","80","0","0","0","2"
"551","f","4","1","2","13","85","6","0","0","0","2"
"477","d","2","1","1","14","72","61","0","0","0","2"
"670","d","2","1","1","15","19","85","0","0","0","2"
"695","f","3","1","0","16","86","57","0","0","0","2"
"479","d","2","1","1","17","79","53","0","0","0","2"
"604","f","3","1","0","18","88","34","0","0","0","2"
"567","f","2","1","1","19","10","92","0","0","0","2"
"526","d","2","1","1","20","49","44","0","0","0","2"
"1836","j","3","0","0","21","60","23","0","0","0","2"
"853","k","3","0","0","22","80","67","1","0","1","2"
"992","k","0","0","-1","23","5","50","1","0","0","2"
"1108","j","3","0","0","24","22","56","1","0","0","2"
"1973","j","0","0","-1","25","60","1","1","0","1","2"
"976","k","3","0","0","26","71","0","0","0","1","2"
"1086","k","3","0","0","27","38","90","1","0","1","2"
"1684","k","3","0","0","28","84","81","0","0","1","2"
"822","k","3","0","0","29","70","14","0","0","1","2"
"1222","j","3","0","0","30","30","73","0","0","0","2"
"1414","k","0","0","-1","31","13","37","1","0","0","2"
"1402","k","3","0","0","32","79","6","1","0","1","2"
"2159","j","3","0","0","33","22","89","0","0","0","2"
"1653","k","3","0","0","34","2","72","0","0","1","2"
"3364","k","3","0","0","35","76","75","0","0","1","2"
"2174","j","3","0","0","36","70","75","0","0","0","2"
"2607","j","3","0","0","37","8","38","1","0","0","2"
"1957","k","3","0","0","38","84","38","1","0","1","2"
"3015","j","3","0","0","39","46","1","1","0","0","2"
"2828","j","3","0","0","40","81","41","0","0","0","2"
"40759","","","","","","","","","","",""
"5165","","","","","","","","","","",""
"1073","k","3","0","0","43","53","68","1","0","1","2"
"null","null","-1","1","-1","44","37","13","1","0","0","2"
"null","null","-1","1","-1","45","11","81","1","0","1","2"
"null","null","-1","1","-1","46","71","56","0","0","1","2"
"null","null","-1","1","-1","47","73","52","1","0","0","2"
"509","k","0","0","-1","48","42","13","0","0","0","2"
"1429","j","0","0","-1","49","49","45","1","0","1","2"
"null","null","-1","1","-1","50","61","82","0","0","0","2"
"1123","j","0","0","-1","51","43","7","1","0","1","2"
"505","k","3","0","0","52","79","1","0","0","1","2"
"980","j","3","0","0","53","22","7","0","0","0","2"
"1012","d","2","1","1","54","19","18","1","0","0","2"
"1847","d","2","1","1","55","18","11","0","0","1","2"
"1155","k","0","0","-1","56","7","21","0","0","0","2"
"1114","f","3","1","0","57","63","2","1","0","0","2"
"1166","j","3","0","0","58","31","21","0","0","0","2"
"1617","k","3","0","0","59","70","24","1","0","1","2"
"1459","k","3","0","0","60","26","42","1","0","1","2"
"1194","f","3","1","0","61","85","19","0","0","1","2"
"1365","f","2","1","1","62","15","36","0","0","0","2"
"1161","f","2","1","1","63","84","16","1","1","1","2"
"687","d","3","1","0","64","12","98","1","1","1","2"
"1309","j","3","0","0","65","16","53","0","1","0","2"
"1129","j","3","0","0","66","71","96","1","1","0","2"
"1268","f","3","1","0","67","52","1","0","1","0","2"
"1387","j","0","0","-1","68","63","45","1","1","1","2"
"1362","j","3","0","0","69","92","90","0","1","0","2"
"1130","j","0","0","-1","70","1","68","1","1","1","2"
"1276","f","2","1","1","71","81","86","0","1","1","2"
"1804","d","2","1","1","72","51","30","0","1","0","2"
"1180","f","4","1","2","73","39","50","1","1","0","2"
"1063","f","3","1","0","74","40","20","1","1","1","2"
"1005","f","4","1","2","75","36","90","0","1","0","2"
"906","k","0","0","-1","76","52","37","1","1","0","2"
"1107","d","3","1","0","77","57","88","1","1","1","2"
"null","null","-1","0","-1","78","22","24","0","1","1","2"
"1113","k","3","0","0","79","28","55","0","1","1","2"
"956","d","3","1","0","80","65","57","0","1","1","2"
"1365","j","3","0","0","81","19","33","0","1","0","2"
"1081","j","3","0","0","82","73","62","1","1","0","2"
"917","d","3","1","0","83","35","55","0","2","0","2"
"1215","k","3","0","0","84","46","59","1","2","1","2"
"1146","d","2","1","1","85","88","5","0","2","0","2"
"1316","j","0","0","-1","86","82","25","0","2","1","2"
"1051","d","4","1","2","87","29","3","0","2","0","2"
"1034","d","4","1","2","88","55","81","1","2","1","2"
"1076","d","3","1","0","89","24","27","0","2","1","2"
"1229","k","0","0","-1","90","83","2","1","2","0","2"
"1197","j","3","0","0","91","52","90","1","2","0","2"
"1114","d","2","1","1","92","31","50","1","2","1","2"
"971","f","3","1","0","93","5","28","1","2","1","2"
"1080","d","3","1","0","94","61","47","1","2","0","2"
"1474","k","3","0","0","95","1","45","0","2","1","2"
"1237","k","3","0","0","96","74","66","1","2","1","2"
"1259","j","3","0","0","97","64","69","0","2","0","2"
"null","null","-1","0","-1","98","7","39","0","2","0","2"
"890","f","2","1","1","99","68","80","1","2","0","2"
"1158","k","0","0","-1","100","43","45","1","2","0","2"
"803","f","2","1","1","101","27","74","0","2","1","2"
"1424","k","3","0","0","102","10","73","0","2","1","2"
"1486","j","3","0","0","103","32","90","0","3","0","2"
"1152","k","0","0","-1","104","59","41","1","3","0","2"
"965","d","2","1","1","105","95","33","1","3","1","2"
"851","f","2","1","1","106","1","81","1","3","1","2"
"977","d","4","1","2","107","38","43","1","3","1","2"
"885","d","2","1","1","108","47","74","0","3","0","2"
"735","f","3","1","0","109","8","56","0","3","0","2"
"792","f","2","1","1","110","12","91","0","3","1","2"
"1498","k","3","0","0","111","69","93","1","3","1","2"
"788","k","0","0","-1","112","34","96","1","3","0","2"
"729","d","2","1","1","113","22","53","0","3","1","2"
"1304","j","3","0","0","114","86","73","0","3","0","2"
"1695","j","0","0","-1","115","38","76","1","3","1","2"
"830","d","4","1","2","116","7","41","0","3","0","2"
"988","j","3","0","0","117","7","14","1","3","0","2"
"801","f","2","1","1","118","52","68","1","3","0","2"
"1404","f","2","1","1","119","74","24","0","3","1","2"
"1229","j","3","0","0","120","53","32","1","3","0","2"
"1348","k","3","0","0","121","67","13","0","3","1","2"
"1145","k","3","0","0","122","77","42","0","3","1","2"
"991","j","3","0","0","123","22","93","0","4","0","2"
"1476","f","2","1","1","124","75","27","1","4","0","2"
