"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"3615","d","3","1","0","1","90","4","97","0","0","0","2"
"2394","f","2","1","1","2","74","32","33","0","0","0","2"
"401","d","2","1","1","3","29","65","71","0","0","0","2"
"46","d","3","1","0","4","36","87","45","0","0","0","2"
"183","d","2","1","1","5","50","18","15","0","0","0","2"
"253","f","3","1","0","6","72","98","97","0","0","0","2"
"290","d","3","1","0","7","77","69","78","0","0","0","2"
"250","d","4","1","2","8","1","69","19","0","0","0","2"
"1184","f","3","1","0","9","16","39","45","0","0","0","2"
"281","d","2","1","1","10","91","77","94","0","0","0","2"
"229","f","2","1","1","11","22","16","8","0","0","0","2"
"672","d","2","1","1","12","27","87","63","0","0","0","2"
"634","f","2","1","1","13","44","86","89","0","0","0","2"
"66","f","2","1","1","14","1","75","18","0","0","0","2"
"933","d","2","1","1","15","77","41","56","0","0","0","2"
"290","f","2","1","1","16","94","83","3","0","0","0","2"
"1416","d","3","1","0","17","99","75","82","0","0","0","2"
"211","f","2","1","1","18","64","11","76","0","0","0","2"
"417","f","2","1","1","19","98","16","82","0","0","0","2"
"1582","f","2","1","1","20","91","14","78","0","0","0","2"
"5244","j","3","0","0","21","18","80","39","0","0","0","2"
"20334","j","3","0","0","22","92","96","4","0","0","0","2"
"26851","k","3","0","0","23","4","9","95","0","0","1","2"
"5652","k","0","0","-1","24","91","30","34","0","0","0","2"
"8494","k","3","0","0","25","44","41","92","1","0","1","2"
"4696","k","3","0","0","26","39","75","80","0","0","1","2"
"4235","k","3","0","0","27","29","37","67","1","0","1","2"
"1555","k","0","0","-1","28","33","82","91","1","0","0","2"
"838","k","3","0","0","29","69","12","49","0","0","1","2"
"938","k","3","0","0","30","3","85","51","0","0","1","2"
"974","k","0","0","-1","31","16","20","79","1","0","0","2"
"654","k","0","0","-1","32","53","61","68","1","0","0","2"
"7221","k","3","0","0","33","93","85","43","1","0","1","2"
"3721","j","3","0","0","34","24","45","23","1","0","0","2"
"4533","k","3","0","0","35","82","19","59","1","0","1","2"
"3109","k","3","0","0","36","38","82","23","1","0","1","2"
"3790","j","3","0","0","37","71","18","34","0","0","0","2"
"5376","j","3","0","0","38","57","7","59","0","0","0","2"
"4153","k","3","0","0","39","23","13","58","1","0","1","2"
"7557","k","3","0","0","40","19","64","66","0","0","1","2"
"17041","","","","","","","","","","","",""
"8217","","","","","","","","","","","",""
"null","null","-1","1","-1","43","42","29","77","0","0","1","2"
"1982","f","2","1","1","44","75","23","18","0","0","0","2"
"54","d","2","1","1","45","37","87","94","1","0","1","2"
"null","null","-1","0","-1","46","58","97","45","1","0","1","2"
"212","f","2","1","1","47","42","85","59","0","0","1","2"
"1369","d","4","1","2","48","15","34","6","1","0","0","2"
"1082","f","3","1","0","49","53","54","15","0","0","0","2"
"null","null","-1","0","-1","50","8","23","11","0","0","1","2"
"null","null","-1","0","-1","51","90","46","71","0","0","0","2"
"null","null","-1","1","-1","52","94","5","55","1","0","0","2"
"null","null","-1","0","-1","53","71","31","57","1","0","1","2"
"1963","j","0","0","-1","54","37","92","92","1","0","1","2"
"1744","k","0","0","-1","55","48","14","11","0","0","0","2"
"1520","k","0","0","-1","56","61","6","14","1","0","0","2"
"1650","d","2","1","1","57","46","95","30","0","0","1","2"
"1475","j","3","0","0","58","66","41","72","0","0","0","2"
"1263","k","0","0","-1","59","87","89","81","1","0","0","2"
"1211","j","3","0","0","60","86","9","96","0","0","0","2"
"1121","d","2","1","1","61","46","89","53","1","0","1","2"
