"rt","key_press","reward","type","marble","trial_num","stim_1","stim_2","new_stim","change_index","block","changed","marble_set"
"48723.09999990463","d","3","1","1","1","58","59","20","0","0","0","0"
"3325.4000000953674","d","4","1","0","2","90","50","78","0","0","0","0"
"827.9000000953674","d","4","1","0","3","13","84","50","0","0","0","0"
"1972.5","d","2","1","2","4","60","68","7","0","0","0","0"
"649.2000000476837","f","2","1","2","5","69","42","75","0","0","0","0"
"483.40000009536743","d","3","1","1","6","99","80","34","0","0","0","0"
"1573.0999999046326","f","2","1","2","7","11","79","27","0","0","0","0"
"820.9000000953674","d","2","1","2","8","72","89","35","0","0","0","0"
"1307.5","d","3","1","1","9","55","93","65","0","0","0","0"
"1036.3999998569489","d","3","1","1","10","13","93","17","0","0","0","0"
"1341.0999999046326","d","3","1","1","11","65","55","63","0","0","0","0"
"636.4000000953674","f","2","1","2","12","23","38","11","0","0","0","0"
"597.3000001907349","d","2","1","2","13","76","0","94","0","0","0","0"
"621.4000000953674","d","2","1","2","14","75","38","7","0","0","0","0"
"1013.7000000476837","d","2","1","2","15","91","87","46","0","0","0","0"
"813.2999999523163","f","3","1","1","16","48","56","39","0","0","0","0"
"1037.5","d","3","1","1","17","13","2","9","0","0","0","0"
"629.2000000476837","d","3","1","1","18","94","47","73","0","0","0","0"
"692.9000000953674","f","2","1","2","19","81","2","84","0","0","0","0"
"436.5","f","2","1","2","20","95","15","89","0","0","0","0"
"9062.599999904633","j","0","0","-1","21","47","51","74","0","0","1","0"
"8957.099999904633","k","3","0","1","22","63","21","80","0","0","1","0"
"2229.2999999523163","k","3","0","1","23","41","56","18","1","0","1","0"
"797","k","0","0","-1","24","88","66","36","1","0","0","0"
"1932.5","j","0","0","-1","25","29","59","68","1","0","1","0"
"2229.2000000476837","k","3","0","1","26","70","15","27","1","0","1","0"
"1908.9000000953674","k","3","0","1","27","21","95","45","1","0","1","0"
"1364.5","k","0","0","-1","28","76","37","74","1","0","0","0"
"2084.2999999523163","k","3","0","1","29","75","86","4","0","0","1","0"
"1317.0999999046326","j","3","0","1","30","89","23","82","0","0","0","0"
"1461.0999999046326","k","0","0","-1","31","79","27","44","1","0","0","0"
